cellid_a,cellid_b,cd_4_5,cd_3_5,cd_3_4,cd_2_5,cd_2_4,cd_2_3,cd_1_5,cd_1_4,cd_1_3,cd_1_2
647,647,1,1,1,1,1,1,1,1,1,1
648,648,0,0.48068669527897,0,1,0,0.48068669527897,1,0,0.48068669527897,1
648,3079,0,0,0,0,0.462882096069869,0,0,0.462882096069869,0,0
648,3080,0,0,0.598802395209581,0,0.706766917293233,0,0,0.706766917293233,0,0
648,3375,0,0,0,0,0,0.643939393939394,0,0,0.643939393939394,0
649,649,1,0.79,0.79,1,1,0.79,1,1,0.79,1
650,650,1,1,1,1,1,1,1,1,1,1
651,651,1,0.951841359773371,0.951841359773371,1,1,0.951841359773371,1,1,0.951841359773371,1
651,682,0,0,0,0,0,0.105590062111801,0,0,0.105590062111801,0
652,652,1,1,1,1,1,1,1,1,1,1
653,653,0.965079365079365,0.965079365079365,1,0.965079365079365,1,1,0.965079365079365,1,1,1
654,654,1,1,1,1,1,1,1,1,1,1
655,655,1,1,1,1,1,1,1,1,1,1
656,656,0.918032786885246,0.918032786885246,1,0.918032786885246,1,1,0.918032786885246,1,1,1
657,657,1,1,1,1,1,1,1,1,1,1
658,658,0,0,0.329113924050633,0,0.708171206225681,0.433497536945813,0,0,0,0
658,3205,0.817391304347826,0.431818181818182,0,0.872727272727273,0,0,0,0,0,0
658,3373,0,0,0,0,0,0.716049382716049,0,0,0,0
659,659,1,1,1,1,1,1,1,1,1,1
660,660,1,1,1,1,1,1,1,1,1,1
661,661,0,1,0,0.907801418439716,0,0.907801418439716,0.907801418439716,0,0.907801418439716,1
661,3263,0,0,0.629441624365482,0,0.593301435406699,0,0,0.593301435406699,0,0
661,3430,0,0,0.431818181818182,0,0.425531914893617,0,0,0.425531914893617,0,0
662,662,1,0.693467336683417,0.693467336683417,0.880952380952381,0.880952380952381,0.669856459330144,1,1,0.693467336683417,0.880952380952381
662,3371,0,0,0,0,0,0.497854077253219,0,0,0.412556053811659,0
663,663,1,0.138888888888889,0.138888888888889,0.424908424908425,0.424908424908425,0.106666666666667,1,1,0.138888888888889,0.424908424908425
663,670,0,0,0,0.526315789473684,0.526315789473684,0.598726114649682,0,0,0,0
663,3371,0,0,0,0,0,0.196825396825397,0,0,0.209876543209877,0
663,3372,0,0,0,0,0,0.435045317220544,0,0,0.415730337078652,0
664,664,1,1,1,1,1,1,1,1,1,1
665,665,1,1,1,1,1,1,1,1,1,1
666,666,1,1,1,1,1,1,1,1,1,1
667,667,1,1,1,1,1,1,1,1,1,1
668,668,1,1,1,1,1,1,1,1,1,1
669,669,1,1,1,1,1,1,1,1,1,1
670,670,1,0.802083333333333,0.802083333333333,0,0,0,0,0,0,0
671,671,0.825112107623318,0.825112107623318,1,0,0,0,0.825112107623318,1,1,0
671,3053,0,0,0,0,0,0,0,0,0,0.85981308411215
672,672,1,0.577777777777778,0.577777777777778,0.389261744966443,0.389261744966443,0.76,0,0,0,0
673,673,1,1,1,1,1,1,1,1,1,1
674,674,0.916299559471366,0.916299559471366,1,0,0,0,0.916299559471366,1,1,0
674,3054,0,0,0,0,0,0,0,0,0,0.9004329004329
675,675,0.955752212389381,0.738916256157635,0.704225352112676,0.955752212389381,1,0.704225352112676,0,0,0,0
675,3083,0,0,0,0,0,0.119760479041916,0,0,0,0
675,3103,0.100502512562814,0,0,0.100502512562814,0,0,0,0,0,0
675,3360,0,0,0,0,0,0.136986301369863,0,0,0,0
676,676,1,1,1,1,1,1,1,1,1,1
677,677,0,0,0,0,0,0,0.589041095890411,0,0,0
677,3117,0,0,0,0,0,0,0,0,0.543478260869565,0
677,3118,0,0,0,0,0,0,0,0,0.658354114713217,0
677,3121,0,0,0,0,0,0,0,0,0,0.576271186440678
677,3122,0,0,0,0,0,0,0,0,0,0.656641604010025
677,3270,0,0,0,0,0,0,0,0.687350835322196,0,0
677,3271,0,0,0,0,0,0,0,0.573643410852713,0,0
677,3336,0,0,0,0,0,0,0.63681592039801,0,0,0
678,678,1,1,1,1,1,1,1,1,1,1
679,679,1,0.903846153846154,0.903846153846154,1,1,0.903846153846154,1,1,0.903846153846154,1
680,680,1,1,1,1,1,1,1,1,1,1
681,681,0,0,0,0.878228782287823,0,0,0,0,0,0
681,3082,0,0,0,0,0.885017421602787,0,0,0,0,0
681,3120,0,0,0,0,0,0.927007299270073,0,0,0,0
682,651,0,0.105590062111801,0.105590062111801,0,0,0,0,0,0,0
682,682,1,0.808333333333333,0.808333333333333,1,1,0.808333333333333,1,1,0.808333333333333,1
683,683,1,0.840989399293286,0.840989399293286,1,1,0.840989399293286,1,1,0.840989399293286,1
683,694,0,0.119122257053292,0,0,0,0,0,0,0,0
684,658,0,0,0,0,0,0,0,0.468677494199536,0.275862068965517,0.626050420168067
684,684,0,0,0.896296296296296,0,0.80655737704918,0.815884476534296,0,0.607594936708861,0.542600896860987,0.511434511434511
684,685,0,0,0,0,0.217821782178218,0.217821782178218,0,0,0,0
684,3205,0,0,0,0,0,0,0.552338530066815,0,0,0
684,3206,0.8125,0.842105263157895,0,0.760456273764259,0,0,0.490740740740741,0,0,0
684,3207,0,0,0,0.268199233716475,0,0,0,0,0,0
684,3373,0,0,0,0,0,0,0,0,0.436450839328537,0
685,685,0,0,1,0,0.71304347826087,0.71304347826087,0,0,0,0
685,3207,0.706349206349206,0.706349206349206,0,0.585106382978723,0,0,0,0,0,0
686,686,1,1,1,1,1,1,1,1,1,1
687,687,1,0.618892508143323,0.618892508143323,1,1,0.618892508143323,0,0,0,0
687,3082,0,0,0,0,0,0.28996282527881,0,0,0,0
688,688,1,1,1,1,1,1,1,1,1,1
689,689,1,0.692607003891051,0.692607003891051,1,1,0.692607003891051,1,1,0.692607003891051,1
689,3089,0,0,0,0,0,0.242424242424242,0,0,0.242424242424242,0
690,690,1,0.771300448430493,0.771300448430493,0.147058823529412,0.147058823529412,0.11214953271028,1,1,0.771300448430493,0.147058823529412
690,3061,0,0,0,0,0,0,0,0,0,0.946938775510204
691,691,1,1,1,1,1,1,1,1,1,1
692,692,1,1,1,1,1,1,1,1,1,1
693,693,1,1,1,1,1,1,1,1,1,1
694,683,0,0,0,0,0,0,0,0,0.119122257053292,0
694,694,0.873417721518987,0.873417721518987,1,0.873417721518987,1,1,1,0.873417721518987,0.873417721518987,0.873417721518987
695,695,1,1,1,1,1,1,1,1,1,1
696,696,1,1,1,1,1,1,1,1,1,1
697,697,1,1,1,1,1,1,1,1,1,1
698,698,1,1,1,1,1,1,1,1,1,1
699,699,1,1,1,1,1,1,1,1,1,1
700,700,1,0.454148471615721,0.454148471615721,1,1,0.454148471615721,1,1,0.454148471615721,1
700,3374,0,0,0,0,0,0.24390243902439,0,0,0.24390243902439,0
700,3377,0,0,0,0,0,0.421286031042129,0,0,0.421286031042129,0
701,701,1,1,1,1,1,1,1,1,1,1
702,702,0.756756756756757,0.756756756756757,1,0.756756756756757,1,1,0.756756756756757,1,1,1
703,703,1,1,1,1,1,1,1,1,1,1
704,704,1,0.840970350404313,0.840970350404313,0,0,0,1,1,0.840970350404313,0
704,3056,0,0,0,0,0,0,0,0,0,0.918918918918919
705,705,1,1,1,0,0,0,1,1,1,0
705,3055,0,0,0,0,0,0,0,0,0,0.920792079207921
706,706,1,0.811188811188811,0.811188811188811,1,1,0.811188811188811,1,1,0.811188811188811,1
707,707,0.967088607594937,0.967088607594937,1,0,0,0,0.967088607594937,1,1,0
707,3044,0,0,0,0,0,0,0,0,0,0.952153110047847
708,708,1,1,1,1,1,1,1,1,1,1
709,709,1,1,1,1,1,1,1,1,1,1
710,710,1,1,1,1,1,1,1,1,1,1
711,711,1,1,1,1,1,1,1,1,1,1
712,712,1,1,1,1,1,1,1,1,1,1
713,713,1,1,1,1,1,1,1,1,1,1
714,714,0.955555555555556,1,0.955555555555556,0,0,0,0.955555555555556,1,0.955555555555556,0
714,3045,0,0,0,0,0,0,0,0,0,0.937777777777778
715,715,1,1,1,1,1,1,1,1,1,1
716,716,1,1,1,1,1,1,1,1,1,1
717,717,1,1,1,1,1,1,1,1,1,1
718,718,1,1,1,1,1,1,1,1,1,1
719,719,1,1,1,1,1,1,1,1,1,1
720,720,0.654205607476635,1,0.654205607476635,1,0.654205607476635,1,1,0.654205607476635,1,1
721,721,1,1,1,1,1,1,1,1,1,1
722,722,1,1,1,1,1,1,1,1,1,1
723,723,1,1,1,1,1,1,1,1,1,1
724,724,0.997118155619596,0.787456445993031,0.79020979020979,1,0.997118155619596,0.787456445993031,1,0.997118155619596,0.787456445993031,1
725,725,1,1,1,1,1,1,1,1,1,1
726,726,0,0,0,0.288184438040346,0,0,0,0,0,0
726,3043,0,0,0,0,0,0.283236994219653,0,0,0,0
726,3044,0,0,0,0,0,0.278260869565217,0,0,0,0
726,3045,0,0,0,0,0,0.663755458515284,0,0,0,0
726,3255,0,0,0,0.662251655629139,0,0,0,0,0,0
726,3256,0,0,0,0.302857142857143,0,0,0,0,0,0
726,3272,0,0,0,0,0.684210526315789,0,0,0,0,0
726,3273,0,0,0,0,0.478371501272265,0,0,0,0,0
727,727,1,1,1,1,1,1,1,1,1,1
728,728,0.570281124497992,1,0.570281124497992,1,0.570281124497992,1,1,0.570281124497992,1,1
729,140,0,0,0,0.482758620689655,0.482758620689655,0.257777777777778,0.647058823529412,0.647058823529412,0.380952380952381,0
729,729,1,0.481927710843373,0.481927710843373,0.497512437810945,0.497512437810945,0.271604938271605,0,0,0,0.672645739910314
729,3358,0,0,0,0,0,0.265625,0,0,0.130653266331658,0
730,730,1,1,1,1,1,1,1,1,1,1
731,731,1,1,1,1,1,1,1,1,1,1
732,732,1,1,1,1,1,1,1,1,1,1
733,733,1,1,1,1,1,1,1,1,1,1
734,734,1,1,1,1,1,1,1,1,1,1
735,735,1,1,1,0.780952380952381,0.780952380952381,0.780952380952381,1,1,1,0.780952380952381
736,736,1,0.909638554216867,0.909638554216867,1,1,0.909638554216867,1,1,0.909638554216867,1
737,737,1,0.67065868263473,0.67065868263473,1,1,0.67065868263473,1,1,0.67065868263473,1
737,3367,0,0,0,0,0,0.16793893129771,0,0,0.16793893129771,0
738,738,1,1,1,1,1,1,1,1,1,1
739,739,1,1,1,1,1,1,1,1,1,1
740,740,1,1,1,1,1,1,1,1,1,1
741,741,1,1,1,1,1,1,1,1,1,1
742,742,1,0.568306010928962,0.568306010928962,1,1,0.568306010928962,1,1,0.568306010928962,1
742,3369,0,0,0,0,0,0.519823788546256,0,0,0.519823788546256,0
742,3370,0,0,0,0,0,0.10752688172043,0,0,0.10752688172043,0
743,743,0,0,0.565217391304348,0,1,0.565217391304348,0,1,0.565217391304348,1
743,3380,0.666666666666667,0.411214953271028,0,0.666666666666667,0,0,0.666666666666667,0,0,0
744,744,1,1,1,1,1,1,1,1,1,1
745,745,0,0,0,0.87292817679558,0,0,0,0,0,0
745,3046,0,0,0,0.105610561056106,0,0,0,0,0,0
745,3121,0,0,0,0,0,0.851752021563342,0,0,0,0
745,3122,0,0,0,0,0,0.208333333333333,0,0,0,0
745,3275,0,0,0,0,0.921182266009852,0,0,0,0,0
746,746,1,1,1,1,1,1,1,1,1,1
747,747,1,1,1,1,1,1,1,1,1,1
748,748,1,0.989830508474576,0.989830508474576,1,1,0.989830508474576,1,1,0.989830508474576,1
749,749,1,1,1,1,1,1,1,1,1,1
750,139,0,0.338192419825073,0.258278145695364,0,0,0,0,0,0,0
750,750,1,0.843478260869565,0.843478260869565,1,1,0.843478260869565,1,1,0.843478260869565,1
751,751,1,0.850746268656716,0.850746268656716,0.949397590361446,0.949397590361446,0.89238845144357,1,1,0.850746268656716,0.949397590361446
751,768,0,0,0,0,0,0,0,0,0.123456790123457,0.100961538461538
752,752,0,1,0,1,0,1,1,0,1,1
752,3293,0,0,0.845070422535211,0,0.845070422535211,0,0,0.845070422535211,0,0
753,753,1,1,1,1,1,1,1,1,1,1
754,754,1,0.650306748466258,0.650306748466258,0.945273631840796,0.945273631840796,0.609195402298851,1,1,0.650306748466258,0.945273631840796
755,755,1,0.925170068027211,0.925170068027211,1,1,0.925170068027211,1,1,0.925170068027211,1
755,765,0,0,0,0,0,0.161172161172161,0,0,0.161172161172161,0
756,756,1,1,1,1,1,1,1,1,1,1
757,153,0,0.134715025906736,0.134715025906736,0,0,0,0,0,0,0
757,757,1,0.838709677419355,0.838709677419355,0.20253164556962,0.20253164556962,0.152173913043478,1,1,0.838709677419355,0.20253164556962
757,3062,0,0,0,0,0,0,0,0,0,0.875
758,758,1,0.730538922155689,0.730538922155689,1,1,0.730538922155689,0.75609756097561,0.75609756097561,0.839378238341969,0.75609756097561
759,759,1,0.811428571428571,0.811428571428571,1,1,0.811428571428571,1,1,0.811428571428571,1
760,760,0.869955156950673,0.869955156950673,1,0.869955156950673,1,1,0.869955156950673,1,1,1
761,761,1,0.910025706940874,0.910025706940874,1,1,0.910025706940874,1,1,0.910025706940874,1
762,762,1,1,1,1,1,1,1,1,1,1
763,763,0.989473684210526,0.997333333333333,0.986807387862797,0.989473684210526,1,0.986807387862797,0.989473684210526,1,0.986807387862797,1
764,764,1,1,1,1,1,1,1,1,1,1
765,755,0,0.161172161172161,0.161172161172161,0,0,0,0,0,0,0
765,765,1,0.691891891891892,0.691891891891892,1,1,0.691891891891892,1,1,0.691891891891892,1
766,766,0.940509915014164,0.940509915014164,1,0.940509915014164,1,1,0.940509915014164,1,1,1
767,767,1,1,1,1,1,1,1,1,1,1
768,751,0,0.123456790123457,0.123456790123457,0.100961538461538,0.100961538461538,0,0,0,0,0
768,768,1,0.725423728813559,0.725423728813559,0.705882352941177,0.705882352941177,0.893506493506493,1,1,0.725423728813559,0.705882352941177
769,769,1,0.658227848101266,0.658227848101266,1,1,0.658227848101266,0,0,0,0
770,770,0,0,0,0,0,0.677130044843049,0,0,0.664756446991404,0.79664570230608
770,3083,0,0,0.63519313304721,0,0.409972299168975,0,0,0.424242424242424,0,0
770,3084,0,0,0.275862068965517,0,0.706935123042506,0,0,0.668571428571429,0,0
770,3203,0,0.925,0,0.700892857142857,0,0,0.723646723646724,0,0,0
770,3204,0,0,0,0.505102040816326,0,0,0.427118644067797,0,0,0
770,3365,0,0,0,0,0,0.523002421307506,0,0,0.455696202531646,0
771,771,1,0.968838526912181,0.968838526912181,1,1,0.968838526912181,1,1,0.968838526912181,1
772,772,1,0.803921568627451,0.803921568627451,1,1,0.803921568627451,1,1,0.803921568627451,1
773,773,1,0.813559322033898,0.813559322033898,0.892086330935252,0.892086330935252,0.721804511278195,1,1,0.813559322033898,0.892086330935252
773,2995,0,0,0,0.145631067961165,0.145631067961165,0,0,0,0,0
774,774,1,1,1,0,0,0,1,1,1,0
774,3059,0,0,0,0,0,0,0,0,0,0.879310344827586
775,775,1,1,1,1,1,1,1,1,1,1
776,776,0.927777777777778,0.927777777777778,1,0.927777777777778,1,1,0.927777777777778,1,1,1
777,777,0.797752808988764,0.797752808988764,1,0.797752808988764,1,1,0.797752808988764,1,1,1
778,778,0,0,0.917127071823204,0,1,0.917127071823204,0,1,0.917127071823204,1
778,3047,0.8,0.858447488584475,0,0.8,0,0,0.8,0,0,0
779,779,1,0,0,1,1,0,1,1,0,1
779,3123,0,0,0,0,0,0.714953271028037,0,0,0.714953271028037,0
779,3125,0,0,0,0,0,0.456233421750663,0,0,0.456233421750663,0
780,780,1,1,1,1,1,1,1,1,1,1
781,781,1,1,1,1,1,1,1,1,1,1
782,782,1,1,1,1,1,1,1,1,1,1
783,783,0.825503355704698,0.303030303030303,0.3625,0.825503355704698,1,0.3625,0.825503355704698,1,0.3625,1
783,3091,0,0,0,0,0,0.631578947368421,0,0,0.631578947368421,0
783,3361,0,0,0,0,0,0.174863387978142,0,0,0.174863387978142,0
784,784,0,1,0,1,0,1,1,0,1,1
784,3294,0,0,0.840909090909091,0,0.840909090909091,0,0,0.840909090909091,0,0
785,785,1,0.932153392330384,0.932153392330384,1,1,0.932153392330384,1,1,0.932153392330384,1
786,786,1,1,1,1,1,1,1,1,1,1
787,787,0.88268156424581,1,0.88268156424581,1,0.88268156424581,1,0.88268156424581,1,0.88268156424581,0.88268156424581
788,788,1,0.700854700854701,0.700854700854701,1,1,0.700854700854701,0,0,0,0
789,789,1,1,1,1,1,1,1,1,1,1
790,790,1,1,1,1,1,1,1,1,1,1
791,791,1,1,1,1,1,1,1,1,1,1
792,792,1,1,1,1,1,1,1,1,1,1
793,793,1,1,1,1,1,1,1,1,1,1
794,794,1,1,1,1,1,1,1,1,1,1
795,795,1,1,1,1,1,1,1,1,1,1
796,796,0.901023890784983,1,0.901023890784983,0.901023890784983,1,0.901023890784983,0.901023890784983,1,0.901023890784983,1
797,797,1,0.84012539184953,0.84012539184953,1,1,0.84012539184953,1,1,0.84012539184953,1
798,798,1,1,1,1,1,1,1,1,1,1
799,799,0.914893617021277,1,0.914893617021277,0,0,0,0.914893617021277,1,0.914893617021277,0
799,3060,0,0,0,0,0,0,0,0,0,0.945205479452055
800,800,1,1,1,1,1,1,1,1,1,1
801,801,0.43956043956044,0,0.697247706422018,0.235294117647059,0.758823529411765,0.554744525547445,0.189189189189189,0.204545454545455,0,0.146551724137931
801,3243,0.720848056537102,0.672811059907834,0,0.820058997050148,0,0,0.125714285714286,0,0,0
801,3252,0,0,0,0,0.418604651162791,0,0,0,0,0
801,3364,0,0,0,0,0,0.431226765799257,0,0,0,0
802,802,1,1,1,1,1,1,1,1,1,1
803,803,1,0,0,1,1,0,1,1,0,1
804,804,0,0,0,0,0,0.879227053140097,0,0,0,0
804,3182,0,0.776785714285714,0,0.859574468085106,0,0,0,0,0,0
804,3185,0,0.130177514792899,0,0,0,0,0,0,0,0
804,3281,0,0,0.882352941176471,0,0.911627906976744,0,0,0,0,0
805,805,1,0.895397489539749,0.895397489539749,1,1,0.895397489539749,1,1,0.895397489539749,1
806,806,1,1,1,1,1,1,1,1,1,1
807,807,0,0,0,0,0,0.85254691689008,0,0,0,0
807,817,0,0,0,0,0,0.214689265536723,0,0,0,0
807,3086,0,0,0.831683168316832,0,0.90249433106576,0,0,0,0,0
807,3191,0,0.952941176470588,0,0.880636604774536,0,0,0,0,0,0
807,3192,0,0,0,0.198895027624309,0,0,0,0,0,0
808,808,1,1,1,1,1,1,1,1,1,1
809,809,1,1,1,1,1,1,1,1,1,1
810,810,1,1,1,1,1,1,1,1,1,1
811,811,1,1,1,1,1,1,1,1,1,1
812,812,1,1,1,1,1,1,1,1,1,1
813,813,1,1,1,1,1,1,1,1,1,1
814,814,1,1,1,1,1,1,1,1,1,1
815,815,1,1,1,1,1,1,1,1,1,1
816,816,1,1,1,0,0,0,0,0,0,0
817,817,0,0,0,0,0,0.785992217898833,0,0,0,0
817,3085,0,0,0.746268656716418,0,0.819383259911894,0,0,0,0,0
817,3086,0,0,0.218181818181818,0,0,0,0,0,0,0
817,3192,0,0.947712418300654,0,0.777358490566038,0,0,0,0,0,0
818,818,1,1,1,1,1,1,1,1,1,1
819,819,1,1,1,1,1,1,1,1,1,1
820,820,1,1,1,1,1,1,1,1,1,1
821,821,1,1,1,1,1,1,1,1,1,1
822,822,1,1,1,1,1,1,1,1,1,1
823,823,0,0,0,0,0,0.760456273764259,0,0,0,0
823,3183,0,0.828571428571429,0,0.760456273764259,0,0,0,0,0,0
823,3184,0,0.115606936416185,0,0.415929203539823,0,0,0,0,0,0
823,3279,0,0,0.854460093896714,0,0.781954887218045,0,0,0,0,0
823,3280,0,0,0,0,0.359223300970874,0,0,0,0,0
824,824,0.986425339366516,0.564102564102564,0.553459119496855,0.986425339366516,1,0.553459119496855,0.986425339366516,1,0.553459119496855,1
824,3090,0,0,0,0,0,0.348387096774194,0,0,0.348387096774194,0
825,816,0,0,0,0.468571428571429,0.468571428571429,0.468571428571429,0.469914040114613,0.469914040114613,0.469914040114613,0
825,825,0,0,0,0,0,0.435294117647059,0,0,0.436578171091445,0.998109640831758
825,3147,0,0.804469273743017,0,0.525745257452574,0,0,0.527173913043478,0,0,0
825,3431,0,0,0.86046511627907,0,0.50828729281768,0,0,0.509695290858726,0,0
826,826,1,1,1,1,1,1,1,1,1,1
827,827,1,1,1,1,1,1,1,1,1,1
828,828,0.721804511278195,0.860215053763441,0.692307692307692,1,0.721804511278195,0.860215053763441,0.721804511278195,1,0.692307692307692,0.721804511278195
829,829,1,0.867605633802817,0.867605633802817,1,1,0.867605633802817,1,1,0.867605633802817,1
830,830,0,0,0,0,0,0.575682382133995,0,0,0,0
830,3161,0,0.854771784232365,0,0.580487804878049,0,0,0,0,0,0
830,3162,0,0,0,0.598039215686274,0,0,0,0,0,0
830,3291,0,0,0.754098360655738,0,0.556900726392252,0,0,0,0,0
830,3292,0,0,0.15625,0,0.654117647058824,0,0,0,0,0
830,3357,0,0,0,0,0,0.611650485436893,0,0,0,0
831,831,1,0.911458333333333,0.911458333333333,1,1,0.911458333333333,1,1,0.911458333333333,1
832,832,1,1,1,1,1,1,1,1,1,1
833,833,0,1,0,1,0,1,1,0,1,1
833,3089,0,0,0.418604651162791,0,0.418604651162791,0,0,0.418604651162791,0,0
833,3090,0,0,0.746268656716418,0,0.746268656716418,0,0,0.746268656716418,0,0
834,834,1,1,1,1,1,1,1,1,1,1
835,835,1,0.947976878612717,0.947976878612717,1,1,0.947976878612717,1,1,0.947976878612717,1
835,840,0,0,0,0,0,0.117263843648208,0,0,0.117263843648208,0
836,836,0.728915662650602,1,0.728915662650602,1,0.728915662650602,1,0.728915662650602,1,0.728915662650602,0.728915662650602
837,837,1,0.956521739130435,0.956521739130435,1,1,0.956521739130435,1,1,0.956521739130435,1
838,838,1,0.884210526315789,0.884210526315789,1,1,0.884210526315789,1,1,0.884210526315789,1
839,839,1,1,1,1,1,1,1,1,1,1
840,835,0,0.117263843648208,0.117263843648208,0,0,0,0,0,0,0
840,840,1,0.691099476439791,0.691099476439791,1,1,0.691099476439791,1,1,0.691099476439791,1
841,841,1,1,1,1,1,1,1,1,1,1
842,842,0,0,0,0,0,0.689342403628118,0,0,0,0
842,3088,0,0,0,0,0,0.398891966759003,0,0,0,0
842,3092,0,0,0,0,0.289940828402367,0,0,0,0,0
842,3093,0,0,0.769620253164557,0,0.81203007518797,0,0,0,0,0
842,3145,0,0.815068493150685,0,0.638694638694639,0,0,0,0,0,0
842,3146,0,0.174603174603175,0,0.493573264781491,0,0,0,0,0,0
843,843,1,0.913946587537092,0.913946587537092,1,1,0.913946587537092,1,1,0.913946587537092,1
844,844,1,1,1,1,1,1,1,1,1,1
845,845,1,0.903225806451613,0.903225806451613,1,1,0.903225806451613,1,1,0.903225806451613,1
846,846,1,1,1,1,1,1,1,1,1,1
847,847,1,0.867647058823529,0.867647058823529,1,1,0.867647058823529,1,1,0.867647058823529,1
848,848,1,1,1,1,1,1,1,1,1,1
849,849,1,1,1,1,1,1,1,1,1,1
850,850,1,1,1,1,1,1,1,1,1,1
851,851,1,0.906976744186046,0.906976744186046,1,1,0.906976744186046,1,1,0.906976744186046,1
852,852,1,1,1,1,1,1,1,1,1,1
853,853,1,1,1,1,1,1,1,1,1,1
854,854,0.948207171314741,0.948207171314741,1,0.948207171314741,1,1,0.948207171314741,1,1,1
855,855,1,1,1,1,1,1,1,1,1,1
856,856,1,1,1,1,1,1,1,1,1,1
857,857,0,0,0,0.884353741496599,0,0,0,0,0,0
857,3127,0,0,0,0,0,0.842857142857143,0,0,0,0
857,3283,0,0,0,0,0.966360856269113,0,0,0,0,0
858,858,0.101694915254237,1,0.101694915254237,1,0.101694915254237,1,1,0.101694915254237,1,1
858,3091,0,0,0.948314606741573,0,0.948314606741573,0,0,0.948314606741573,0,0
859,859,1,1,1,1,1,1,1,1,1,1
860,860,0,0,0,0.847775175644028,0,0,0,0,0,0
860,3046,0,0,0,0,0,0.896247240618102,0,0,0,0
860,3287,0,0,0,0,0.903361344537815,0,0,0,0,0
861,861,1,1,1,1,1,1,1,1,1,1
862,862,1,1,1,1,1,1,1,1,1,1
863,863,0.96137339055794,0.866952789699571,0.851239669421488,0,0,0,0.912621359223301,0.874418604651163,0.8,0
863,864,0,0,0,0,0,0,0,0,0,0.47
864,863,0,0,0,0.535885167464115,0.566744730679157,0.566744730679157,0,0,0,0
864,864,0,0,0,0,0,0.473815461346633,0,0,0,0
864,3094,0,0,0.754716981132076,0,0.463356973995272,0,0,0.15625,0,0
864,3241,0,0.842592592592593,0,0.529274004683841,0,0,0,0,0,0
865,865,1,0.964187327823691,0.964187327823691,1,1,0.964187327823691,1,1,0.964187327823691,1
866,866,1,1,1,1,1,1,1,1,1,1
867,867,1,1,1,1,1,1,1,1,1,1
868,868,1,1,1,1,1,1,1,1,1,1
869,869,1,1,1,1,1,1,1,1,1,1
870,870,0.912912912912913,0.912912912912913,1,0.912912912912913,1,1,0.912912912912913,1,1,1
871,871,1,0.929577464788732,0.929577464788732,1,1,0.929577464788732,0.878228782287823,0.878228782287823,0.874551971326165,0.878228782287823
872,872,0.899135446685879,0.899135446685879,1,0.899135446685879,1,1,0.899135446685879,1,1,1
873,873,1,1,1,1,1,1,1,1,1,1
874,874,1,1,1,1,1,1,1,1,1,1
875,875,1,0,0,1,1,0,1,1,0,1
875,3128,0,0,0,0,0,0.326760563380282,0,0,0.326760563380282,0
875,3129,0,0,0,0,0,0.793587174348697,0,0,0.793587174348697,0
876,876,1,0.907894736842105,0.907894736842105,1,1,0.907894736842105,1,1,0.907894736842105,1
877,877,1,1,1,1,1,1,1,1,1,1
878,878,0,0,0,0.788912579957356,0,0,0.788912579957356,0,0,1
878,3130,0,0,0,0,0,0.411458333333333,0,0,0.411458333333333,0
878,3131,0,0,0,0,0,0.779510022271715,0,0,0.779510022271715,0
878,3257,0,0,0,0.383292383292383,0,0,0.383292383292383,0,0,0
878,3289,0,0,0,0,0.371727748691099,0,0,0.371727748691099,0,0
878,3290,0,0,0,0,0.779220779220779,0,0,0.779220779220779,0,0
879,879,0,0.666666666666667,0,0.656862745098039,0,0.874074074074074,0,0,0.140127388535032,0.105960264900662
879,887,0,0.260869565217391,0,0.123595505617978,0,0,0.215384615384615,0,0,0
879,3097,0,0,0.830769230769231,0,0.881889763779528,0,0,0.156028368794326,0,0
879,3098,0,0,0.110749185667752,0,0,0,0,0,0,0
880,880,1,1,1,1,1,1,1,1,1,1
881,881,0.970822281167109,1,0.970822281167109,0.970822281167109,1,0.970822281167109,0.970822281167109,1,0.970822281167109,1
882,882,1,1,1,1,1,1,1,1,1,1
883,883,0,0,0,0,0,0.207058823529412,0,0,0,0
883,3095,0,0,0.482758620689655,0,0.50880626223092,0,0,0,0,0
883,3096,0,0,0,0,0.458252427184466,0,0,0,0,0
883,3240,0,0.651851851851852,0,0.385593220338983,0,0,0,0,0,0
883,3381,0,0,0,0.641975308641975,0,0,0,0,0,0
884,884,1,1,1,1,1,1,1,1,1,1
885,885,1,1,1,1,1,1,1,1,1,1
886,886,0.942148760330578,0.942148760330578,1,0.942148760330578,1,1,0.942148760330578,1,1,1
887,887,0,0.209944751381215,0,0.3,0,0.913494809688581,0,0,0.167741935483871,0.126436781609195
887,3098,0,0,0.828947368421053,0,0.897832817337461,0,0,0.148148148148148,0,0
887,3150,0,0.830645161290323,0,0.786516853932584,0,0,0.150375939849624,0,0,0
888,3050,0,0,0,0.904411764705882,0,0,0,0,0,0
888,3132,0,0,0,0,0,0.819672131147541,0,0,0,0
888,3133,0,0,0,0,0,0.183823529411765,0,0,0,0
888,3421,0,0,0,0,0.827838827838828,0,0,0,0,0
889,889,1,1,1,1,1,1,1,1,1,1
890,890,0,0,0.414201183431953,0,0.618357487922705,0.241486068111455,0,1,0.414201183431953,0.618357487922705
890,3237,0.468571428571429,0.857142857142857,0,0.273556231003039,0,0,0.468571428571429,0,0,0
890,3238,0,0,0,0.185303514376997,0,0,0,0,0,0
