cellid_a,cellid_b,cd_4_5,cd_3_5,cd_3_4,cd_2_5,cd_2_4,cd_2_3,cd_1_5,cd_1_4,cd_1_3,cd_1_2
58,58,1,0.820143884892086,0.820143884892086,1,1,0.820143884892086,1,1,0.820143884892086,1
59,59,0.785234899328859,0.887931034482759,0.777027027027027,0.165680473372781,0.446351931330472,0,0.785234899328859,1,0.777027027027027,0.446351931330472
59,3046,0,0,0,0,0,0,0,0,0,0.832258064516129
60,60,0.932835820895522,0.952380952380952,0.980392156862745,1,0.932835820895522,0.952380952380952,1,0.932835820895522,0.952380952380952,1
60,3232,0,0,0,0,0.13953488372093,0,0,0.13953488372093,0,0
61,61,1,0.978260869565217,0.978260869565217,1,1,0.978260869565217,1,1,0.978260869565217,1
62,62,0.222222222222222,1,0.222222222222222,1,0.222222222222222,1,1,0.222222222222222,1,1
62,3045,0,0,0.823529411764706,0,0.823529411764706,0,0,0.823529411764706,0,0
63,63,1,0.991596638655462,0.991596638655462,1,1,0.991596638655462,1,1,0.991596638655462,1
64,64,1,0.684210526315789,0.684210526315789,1,1,0.684210526315789,1,1,0.684210526315789,1
65,65,1,1,1,1,1,1,1,1,1,1
66,66,0.995951417004049,0.836879432624113,0.832740213523132,1,0.995951417004049,0.836879432624113,1,0.995951417004049,0.836879432624113,1
67,67,0,0.875,0,0.669064748201439,0,0.688405797101449,0,0,0,0
67,3049,0,0,0.878504672897196,0,0.688102893890675,0,0,0,0,0
68,68,1,1,1,1,1,1,1,1,1,1
69,41,0,0.281818181818182,0.324324324324324,0,0,0,0,0,0,0
69,3051,0,0,0.734463276836158,0,0,0,0,0,0,0
69,3227,0,0.535211267605634,0,0,0,0,0,0,0,0
70,70,0.994764397905759,0.763285024154589,0.769230769230769,0.994764397905759,1,0.769230769230769,0.994764397905759,1,0.769230769230769,1
71,71,1,0.807692307692308,0.807692307692308,1,1,0.807692307692308,1,1,0.807692307692308,1
72,72,0,0.805369127516778,0,1,0,0.805369127516778,1,0,0.805369127516778,1
72,3248,0,0,0.875471698113208,0,0.787456445993031,0,0,0.787456445993031,0,0
73,73,0.702702702702703,0.702702702702703,1,0.702702702702703,1,1,0.702702702702703,1,1,1
74,74,0.798722044728435,1,0.798722044728435,0.798722044728435,1,0.798722044728435,0.798722044728435,1,0.798722044728435,1
75,75,0.960573476702509,0.993055555555556,0.953068592057762,1,0.960573476702509,0.993055555555556,1,0.960573476702509,0.993055555555556,1
76,76,1,1,1,1,1,1,1,1,1,1
77,77,0,0,0,0,0,0.773722627737226,0,0,0,0
77,3053,0,0,0.825581395348837,0,0.761904761904762,0,0,0,0,0
77,3217,0,0.830188679245283,0,0.82089552238806,0,0,0,0,0,0
78,78,0,0.830917874396135,0,0.97071129707113,0,0.813084112149533,0.1875,0,0,0.177777777777778
78,3054,0,0,0.778378378378378,0,0.737327188940092,0,0,0,0,0
79,79,1,0.876712328767123,0.876712328767123,1,1,0.876712328767123,1,1,0.876712328767123,1
80,45,0,0,0,0.147826086956522,0.147826086956522,0.151111111111111,0,0,0,0
80,80,0,0,0,0,0,0.493421052631579,0,0,0.997624703087886,0.491803278688525
80,3055,0,0,0.415094339622642,0,0.671140939597315,0,0,0.413533834586466,0,0
80,3056,0,0,0.384615384615385,0,0,0,0,0.383141762452107,0,0
80,3126,0,0,0,0,0,0,0,0,0,0.618296529968454
80,3363,0,0.636363636363636,0,0.770833333333333,0,0,0.634304207119741,0,0,0
80,3364,0,0.559726962457338,0,0,0,0,0.557823129251701,0,0,0
81,81,0,0,0.738461538461539,0,1,0.738461538461539,0,1,0.738461538461539,1
81,3344,0,0,0,0,0,0.112359550561798,0,0,0.112359550561798,0
81,3365,0.373983739837398,0.276923076923077,0,0.373983739837398,0,0,0.373983739837398,0,0,0
81,3366,0.71264367816092,0.718232044198895,0,0.71264367816092,0,0,0.71264367816092,0,0,0
82,82,1,0.7409200968523,0.7409200968523,1,1,0.7409200968523,1,1,0.7409200968523,1
83,83,0.996466431095406,0.801587301587302,0.798418972332016,0.992957746478873,0.996491228070175,0.795275590551181,0.992957746478873,0.996491228070175,0.795275590551181,1
84,84,1,1,1,0,0,0,1,1,1,0
84,3063,0,0,0,0,0,0,0,0,0,0.86046511627907
85,85,1,1,1,1,1,1,1,1,1,1
86,86,0,0,0.754716981132076,0,0.754716981132076,0.806451612903226,0,1,0.754716981132076,0.754716981132076
86,3231,0.726114649681529,0.852459016393443,0,0.918032786885246,0,0,0.726114649681529,0,0,0
86,3232,0.235294117647059,0,0,0,0,0,0.235294117647059,0,0,0
87,87,1,1,1,1,1,1,1,1,1,1
88,88,0.808219178082192,1,0.808219178082192,1,0.808219178082192,1,1,0.808219178082192,1,1
89,89,1,1,1,1,1,1,1,1,1,1
90,90,1,1,1,1,1,1,1,1,1,1
91,91,1,1,1,1,1,1,1,1,1,1
93,93,1,1,1,1,1,1,1,1,1,1
94,94,1,1,1,1,1,1,1,1,1,1
95,95,1,1,1,1,1,1,1,1,1,1
96,96,1,1,1,1,1,1,1,1,1,1
97,97,1,1,1,1,1,1,1,1,1,1
98,98,1,1,1,1,1,1,1,1,1,1
99,99,0,0.423645320197044,0,0.388059701492537,0,0.714285714285714,0,0,0,0
99,3058,0,0,0.625,0,0.435897435897436,0,0,0,0,0
100,100,1,1,1,1,1,1,1,1,1,1
101,101,1,1,1,0,0,0,1,1,1,0
101,3064,0,0,0,0,0,0,0,0,0,0.93
102,102,1,1,1,1,1,1,1,1,1,1
103,103,0.92822966507177,0.92822966507177,1,0.92822966507177,1,1,0.92822966507177,1,1,1
104,104,1,1,1,1,1,1,1,1,1,1
105,105,1,0.87719298245614,0.87719298245614,1,1,0.87719298245614,1,1,0.87719298245614,1
106,106,1,1,1,1,1,1,1,1,1,1
107,107,0,0,0.796380090497738,0,1,0.796380090497738,0,0.576576576576577,0.69060773480663,0.576576576576577
107,3208,0.788888888888889,0.746411483253589,0,0.788888888888889,0,0,0.523364485981308,0,0,0
107,3209,0.188405797101449,0.323353293413174,0,0.188405797101449,0,0,0.301075268817204,0,0,0
107,3210,0,0,0,0,0,0,0.39375,0,0,0
107,3379,0,0,0,0,0,0,0,0,0.30718954248366,0
108,108,1,1,1,1,1,1,1,1,1,1
109,109,1,1,1,1,1,1,1,1,1,1
110,110,0.879518072289157,0.879518072289157,1,0.879518072289157,1,1,0.879518072289157,1,1,1
111,111,0.983498349834984,1,0.983498349834984,0.711297071129707,0.726495726495726,0.711297071129707,1,0.983498349834984,1,0.711297071129707
112,112,1,1,1,1,1,1,1,1,1,1
113,113,1,1,1,1,1,1,1,1,1,1
114,114,1,1,1,1,1,1,1,1,1,1
115,115,1,1,1,1,1,1,1,1,1,1
116,116,1,1,1,1,1,1,1,1,1,1
117,117,1,0.877697841726619,0.877697841726619,1,1,0.877697841726619,1,1,0.877697841726619,1
118,118,1,0.944723618090452,0.944723618090452,1,1,0.944723618090452,1,1,0.944723618090452,1
119,119,0.8,1,0.8,0.8,1,0.8,0.8,1,0.8,1
120,120,0.991596638655462,0.788321167883212,0.782608695652174,1,0.991596638655462,0.788321167883212,1,0.991596638655462,0.788321167883212,1
121,121,0.97196261682243,0.97196261682243,1,0.97196261682243,1,1,0.97196261682243,1,1,1
122,122,1,1,1,1,1,1,1,1,1,1
123,123,1,1,1,1,1,1,1,1,1,1
124,124,1,1,1,1,1,1,1,1,1,1
125,125,1,0.666666666666667,0.666666666666667,1,1,0.666666666666667,1,1,0.666666666666667,1
125,3368,0,0,0,0,0,0.518518518518518,0,0,0.518518518518518,0
126,126,0.990291262135922,0.990291262135922,1,0.990291262135922,1,1,0.990291262135922,1,1,1
127,127,1,1,1,1,1,1,1,1,1,1
128,128,1,0.744827586206897,0.744827586206897,1,1,0.744827586206897,1,1,0.744827586206897,1
129,129,1,0.904109589041096,0.904109589041096,1,1,0.904109589041096,1,1,0.904109589041096,1
130,130,1,0.8,0.8,1,1,0.8,1,1,0.8,1
131,131,0.846153846153846,0.846153846153846,1,1,0.846153846153846,0.846153846153846,0.846153846153846,1,1,0.846153846153846
132,132,1,1,1,1,1,1,0.99236641221374,0.99236641221374,0.99236641221374,0.99236641221374
133,133,0,0.851612903225806,0,0.956521739130435,0,0.846153846153846,0,0,0.119047619047619,0
133,3059,0,0,0.81437125748503,0,0.751445086705202,0,0,0,0,0
134,134,1,1,1,1,1,1,1,1,1,1
135,135,1,1,1,1,1,1,1,1,1,1
136,136,0.763005780346821,0.763005780346821,1,0.763005780346821,1,1,0.763005780346821,1,1,1
137,137,1,0.936507936507937,0.936507936507937,1,1,0.936507936507937,0.666666666666667,0.666666666666667,0.61139896373057,0.666666666666667
137,3260,0,0,0,0,0,0,0,0.363636363636364,0,0
137,3362,0,0,0,0,0,0.119402985074627,0,0,0.517412935323383,0
138,138,1,1,1,1,1,1,1,1,1,1
139,139,0.656488549618321,0.232142857142857,0.140845070422535,0.656488549618321,1,0.140845070422535,0.656488549618321,1,0.140845070422535,1
139,750,0,0,0,0,0,0.258278145695364,0,0,0.258278145695364,0
140,140,1,0.737864077669903,0.737864077669903,0.485207100591716,0.485207100591716,0.691729323308271,0.625,0.625,0.628571428571429,0.699029126213592
141,141,1,1,1,1,1,1,1,1,1,1
142,142,1,1,1,1,1,1,1,1,1,1
143,143,1,1,1,1,1,1,1,1,1,1
144,144,0.76056338028169,1,0.76056338028169,1,0.76056338028169,1,1,0.76056338028169,1,1
144,3060,0,0,0.557377049180328,0,0.557377049180328,0,0,0.557377049180328,0,0
145,145,1,1,1,1,1,1,1,1,1,1
146,146,1,0.763636363636364,0.763636363636364,1,1,0.763636363636364,1,1,0.763636363636364,1
147,147,0.97737556561086,1,0.97737556561086,1,0.97737556561086,1,1,0.97737556561086,1,1
148,148,1,1,1,1,1,1,1,1,1,1
149,149,1,1,1,1,1,1,1,1,1,1
150,150,1,1,1,1,1,1,1,1,1,1
151,151,1,1,1,1,1,1,1,1,1,1
152,152,1,0.904255319148936,0.904255319148936,1,1,0.904255319148936,1,1,0.904255319148936,1
153,153,1,0.936585365853659,0.936585365853659,1,1,0.936585365853659,1,1,0.936585365853659,1
153,757,0,0,0,0,0,0.134715025906736,0,0,0.134715025906736,0
154,154,1,1,1,1,1,1,1,1,1,1
155,155,0.506666666666667,1,0.506666666666667,1,0.506666666666667,1,1,0.506666666666667,1,1
156,156,1,1,1,1,1,1,1,1,1,1
157,157,1,1,1,1,1,1,1,1,1,1
158,158,1,0.873096446700508,0.873096446700508,1,1,0.873096446700508,1,1,0.873096446700508,1
159,159,1,1,1,1,1,1,1,1,1,1
160,160,1,0.741379310344828,0.741379310344828,0.521276595744681,0.521276595744681,0.522222222222222,0,0,0.133333333333333,0
160,3185,0,0,0,0.598984771573604,0,0,0,0,0,0
160,3282,0,0,0,0,0.540540540540541,0,0,0,0,0
161,161,1,1,1,1,1,1,1,1,1,1
162,162,1,1,1,1,1,1,1,1,1,1
163,163,1,1,1,1,1,1,1,1,1,1
164,164,0.904761904761905,1,0.904761904761905,0.904761904761905,1,0.904761904761905,0.904761904761905,1,0.904761904761905,1
165,165,1,1,1,1,1,1,1,1,1,1
166,166,1,0.912751677852349,0.912751677852349,1,1,0.912751677852349,1,1,0.912751677852349,1
167,167,1,0.935779816513762,0.935779816513762,1,1,0.935779816513762,1,1,0.935779816513762,1
168,168,1,1,1,1,1,1,1,1,1,1
169,169,1,1,1,1,1,1,1,1,1,1
170,170,1,0.936170212765957,0.936170212765957,1,1,0.936170212765957,1,1,0.936170212765957,1
171,171,1,1,1,1,1,1,1,1,1,1
172,172,1,1,1,1,1,1,1,1,1,1
173,173,1,1,1,1,1,1,1,1,1,1
174,174,1,0.709677419354839,0.709677419354839,0,0,0,0,0,0,0
175,174,0,0,0,0.623188405797101,0.623188405797101,0.467532467532468,0,0,0,0
175,175,1,0.540540540540541,0.540540540540541,0.357798165137615,0.357798165137615,0.473469387755102,0,0,0,0
176,176,1,0.755905511811024,0.755905511811024,1,1,0.755905511811024,1,1,0.755905511811024,1
177,177,0,0,0.675675675675676,0,1,0.675675675675676,0,1,0.675675675675676,1
177,3160,0.678571428571429,0.627450980392157,0,0.678571428571429,0,0,0.678571428571429,0,0,0
178,178,1,1,1,1,1,1,1,1,1,1
179,179,1,1,1,1,1,1,1,1,1,1
180,180,1,0.735632183908046,0.735632183908046,1,1,0.735632183908046,1,1,0.735632183908046,1
181,181,1,1,1,1,1,1,1,1,1,1
182,182,1,0.670886075949367,0.670886075949367,0.72,0.72,0.833333333333333,1,1,0.670886075949367,0.72
183,183,1,1,1,1,1,1,1,1,1,1
184,184,1,0.654545454545455,0.654545454545455,0,0,0,0.659574468085106,0.659574468085106,0.682926829268293,0
185,185,0.866359447004608,0.870292887029289,0.857142857142857,0.866359447004608,1,0.857142857142857,0.866359447004608,1,0.857142857142857,1
186,186,1,1,1,1,1,1,1,1,1,1
187,187,1,0.678571428571429,0.678571428571429,1,1,0.678571428571429,1,1,0.678571428571429,1
188,188,1,0.829545454545455,0.829545454545455,1,1,0.829545454545455,1,1,0.829545454545455,1
189,189,1,0.932203389830508,0.932203389830508,1,1,0.932203389830508,1,1,0.932203389830508,1
190,190,1,0.873239436619718,0.873239436619718,1,1,0.873239436619718,1,1,0.873239436619718,1
191,191,1,1,1,1,1,1,1,1,1,1
192,192,1,1,1,1,1,1,1,1,1,1
193,193,1,1,1,1,1,1,1,1,1,1
194,194,1,0.824120603015075,0.824120603015075,1,1,0.824120603015075,1,1,0.824120603015075,1
195,195,1,0.827586206896552,0.827586206896552,1,1,0.827586206896552,1,1,0.827586206896552,1
196,196,1,0.751445086705202,0.751445086705202,1,1,0.751445086705202,1,1,0.751445086705202,1
197,197,1,0.755555555555556,0.755555555555556,0,0,0,0,0,0,0
198,198,1,1,1,1,1,1,1,1,1,1
199,199,1,0.826530612244898,0.826530612244898,1,1,0.826530612244898,1,1,0.826530612244898,1
200,197,0,0,0,0.646616541353383,0.646616541353383,0.637037037037037,0.646616541353383,0.646616541353383,0.637037037037037,0
200,200,1,0.804347826086957,0.804347826086957,0.417777777777778,0.417777777777778,0.403587443946188,0.417777777777778,0.417777777777778,0.403587443946188,1
201,201,1,1,1,1,1,1,0,0,0,0
202,202,1,1,1,1,1,1,1,1,1,1
203,203,1,1,1,1,1,1,1,1,1,1
204,204,1,0.786516853932584,0.786516853932584,0.681564245810056,0.681564245810056,0.873239436619718,1,1,0.786516853932584,0.681564245810056
204,915,0,0,0,0.148148148148148,0.148148148148148,0,0,0,0,0
205,205,1,1,1,1,1,1,1,1,1,1
206,206,0.825396825396825,0.825396825396825,1,1,0.825396825396825,0.825396825396825,0.825396825396825,1,1,0.825396825396825
207,207,0,0,0,0,0,0.168421052631579,0,0,0,0
207,2935,0,0,0,0.36697247706422,0,0.24,0,0,0,0
207,3148,0,0.433333333333333,0,0.493506493506494,0,0,0,0,0,0
207,3149,0,0.708333333333333,0,0,0,0,0.176470588235294,0,0,0
207,3261,0,0,0.544,0,0.651785714285714,0,0,0,0,0
208,208,1,1,1,1,1,1,1,1,1,1
209,209,0.936170212765957,1,0.936170212765957,0.936170212765957,1,0.936170212765957,0.936170212765957,1,0.936170212765957,1
210,210,0.843601895734597,0.843601895734597,1,0.843601895734597,1,1,0.843601895734597,1,1,1
211,211,1,1,1,1,1,1,1,1,1,1
212,212,0.705882352941177,0.705882352941177,1,0.705882352941177,1,1,0.705882352941177,1,1,1
213,213,1,1,1,0.166666666666667,0.166666666666667,0.166666666666667,1,1,1,0.166666666666667
213,915,0,0,0,0,0,0,0,0,0,0.902255639097744
214,214,1,0.683544303797468,0.683544303797468,1,1,0.683544303797468,1,1,0.683544303797468,1
215,215,0.721311475409836,0.98876404494382,0.715447154471545,1,0.721311475409836,0.98876404494382,1,0.721311475409836,0.98876404494382,1
216,216,0.802325581395349,0.802325581395349,1,0.802325581395349,1,1,0.802325581395349,1,1,1
217,217,1,1,1,1,1,1,1,1,1,1
218,218,1,1,1,1,1,1,1,1,1,1
219,219,1,1,1,1,1,1,1,1,1,1
220,220,0,1,0,1,0,1,1,0,1,1
220,3245,0,0,0.794979079497908,0,0.794979079497908,0,0,0.794979079497908,0,0
221,221,1,1,1,1,1,1,1,1,1,1
222,222,1,1,1,1,1,1,1,1,1,1
223,223,1,1,1,1,1,1,1,1,1,1
224,224,0.793650793650794,0.793650793650794,1,0.793650793650794,1,1,0.793650793650794,1,1,1
225,225,1,1,1,1,1,1,1,1,1,1
226,226,1,1,1,1,1,1,1,1,1,1
227,227,0,0,0,0,0,0.771929824561403,0,0,0.512396694214876,0.448275862068966
227,3064,0,0,0.528301886792453,0,0.583333333333333,0,0,0.392857142857143,0,0
227,3065,0,0,0,0,0,0,0,0.357142857142857,0,0
227,3260,0,0.743589743589744,0,0.657534246575342,0,0,0.686131386861314,0,0,0
227,3261,0,0,0,0,0,0,0.515625,0,0,0
228,228,0.773480662983425,0.773480662983425,1,1,0.773480662983425,0.773480662983425,0.773480662983425,1,1,0.773480662983425
229,229,1,0.875816993464052,0.875816993464052,0.850299401197605,0.850299401197605,0.79746835443038,1,1,0.875816993464052,0.850299401197605
230,230,1,0.785276073619632,0.785276073619632,1,1,0.785276073619632,1,1,0.785276073619632,1
231,231,0.783216783216783,1,0.783216783216783,0.783216783216783,1,0.783216783216783,0.783216783216783,1,0.783216783216783,1
232,232,1,1,1,1,1,1,1,1,1,1
233,233,1,0.77720207253886,0.77720207253886,1,1,0.77720207253886,1,1,0.77720207253886,1
234,234,1,0.951612903225806,0.951612903225806,1,1,0.951612903225806,1,1,0.951612903225806,1
235,235,1,1,1,1,1,1,1,1,1,1
236,236,0.627659574468085,0.890625,0.696969696969697,1,0.627659574468085,0.890625,1,0.627659574468085,0.890625,1
237,237,1,1,1,1,1,1,1,1,1,1
238,238,1,1,1,1,1,1,1,1,1,1
239,239,1,1,1,1,1,1,1,1,1,1
240,240,1,1,1,1,1,1,1,1,1,1
241,241,1,1,1,1,1,1,1,1,1,1
242,242,1,1,1,1,1,1,1,1,1,1
243,243,1,1,1,1,1,1,1,1,1,1
244,244,1,0.618556701030928,0.618556701030928,1,1,0.618556701030928,1,1,0.618556701030928,1
245,245,0.966887417218543,0.966887417218543,1,0.966887417218543,1,1,0,0.103896103896104,0.103896103896104,0.103896103896104
246,246,0,0,1,0,1,1,0,1,1,1
246,3144,0.901694915254237,0.901694915254237,0,0.901694915254237,0,0,0.901694915254237,0,0,0
247,247,1,1,1,1,1,1,1,1,1,1
248,248,0.965909090909091,0.820224719101124,0.848837209302326,0.965909090909091,1,0.848837209302326,1,0.965909090909091,0.820224719101124,0.965909090909091
249,249,1,1,1,1,1,1,1,1,1,1
250,250,1,1,1,1,1,1,1,1,1,1
251,251,1,1,1,1,1,1,1,1,1,1
252,252,1,1,1,1,1,1,1,1,1,1
253,253,0.712,0.788461538461538,0.835714285714286,0.712,1,0.835714285714286,1,0.712,0.788461538461538,0.712
254,254,1,1,1,1,1,1,1,1,1,1
255,255,1,1,1,1,1,1,1,1,1,1
256,256,1,1,1,1,1,1,1,1,1,1
257,257,1,1,1,1,1,1,1,1,1,1
258,258,1,1,1,1,1,1,1,1,1,1
259,259,1,1,1,1,1,1,1,1,1,1
260,260,0,0.692307692307692,0,0,0,0,0,0,0,0
260,3066,0,0,0.8,0,0,0,0,0.133333333333333,0,0
261,261,1,1,1,1,1,1,1,1,1,1
262,262,1,0.908333333333333,0.908333333333333,1,1,0.908333333333333,1,1,0.908333333333333,1
263,263,1,0.728395061728395,0.728395061728395,1,1,0.728395061728395,1,1,0.728395061728395,1
264,264,1,1,1,1,1,1,1,1,1,1
265,265,1,1,1,1,1,1,1,1,1,1
266,266,1,0.746666666666667,0.746666666666667,1,1,0.746666666666667,1,1,0.746666666666667,1
267,267,1,1,1,1,1,1,1,1,1,1
268,268,1,1,1,1,1,1,1,1,1,1
269,269,1,1,1,1,1,1,1,1,1,1
270,270,0.839506172839506,1,0.839506172839506,0.839506172839506,1,0.839506172839506,0.839506172839506,1,0.839506172839506,1
271,271,0.772563176895307,0.772563176895307,1,1,0.772563176895307,0.772563176895307,0.772563176895307,1,1,0.772563176895307
272,272,1,1,1,1,1,1,0.995391705069124,0.995391705069124,0.995391705069124,0.995391705069124
273,273,1,0.904761904761905,0.904761904761905,1,1,0.904761904761905,1,1,0.904761904761905,1
274,274,1,1,1,1,1,1,1,1,1,1
275,275,1,1,1,1,1,1,1,1,1,1
276,276,1,1,1,1,1,1,1,1,1,1
277,277,1,0.51219512195122,0.51219512195122,1,1,0.51219512195122,1,1,0.51219512195122,1
278,278,1,1,1,1,1,1,1,1,1,1
279,279,1,1,1,1,1,1,1,1,1,1
280,280,1,0.836363636363636,0.836363636363636,1,1,0.836363636363636,1,1,0.836363636363636,1
281,281,1,1,1,1,1,1,1,1,1,1
282,282,0.853932584269663,0.631111111111111,0.752688172043011,1,0.853932584269663,0.631111111111111,1,0.853932584269663,0.631111111111111,1
283,283,1,1,1,1,1,1,1,1,1,1
284,284,1,1,1,1,1,1,1,1,1,1
285,285,1,1,1,1,1,1,1,1,1,1
286,286,1,1,1,1,1,1,1,1,1,1
287,287,1,1,1,1,1,1,1,1,1,1
288,288,1,1,1,1,1,1,1,1,1,1
289,289,1,1,1,1,1,1,1,1,1,1
290,290,1,1,1,1,1,1,1,1,1,1
291,291,1,1,1,1,1,1,1,1,1,1
292,292,1,1,1,1,1,1,1,1,1,1
