cellid_a,cellid_b,cd_4_5,cd_3_5,cd_3_4,cd_2_5,cd_2_4,cd_2_3,cd_1_5,cd_1_4,cd_1_3,cd_1_2
27,2508,0,0,0.8828125,0,0.9375,0,0,0.927659574468085,0,0
28,28,1,1,1,1,1,1,1,1,1,1
29,29,1,1,1,1,1,1,0.979591836734694,0.979591836734694,0.979591836734694,0.979591836734694
30,30,1,0.916299559471366,0.916299559471366,1,1,0.916299559471366,1,1,0.916299559471366,1
31,31,0,0,0,0,0,0.911877394636015,0,0,0,0
31,2510,0,0,0.796610169491525,0,0.822510822510823,0,0,0,0,0
31,2513,0,0.908424908424908,0,0.91044776119403,0,0,0,0,0,0
32,32,0.845878136200717,1,0.845878136200717,0.845878136200717,1,0.845878136200717,0.845878136200717,1,0.845878136200717,1
33,33,1,0.977011494252874,0.977011494252874,1,1,0.977011494252874,1,1,0.977011494252874,1
34,34,1,0.933940774487471,0.933940774487471,1,1,0.933940774487471,1,1,0.933940774487471,1
35,35,0.997455470737914,0.997455470737914,1,0.997455470737914,1,1,0.997455470737914,1,1,1
36,36,1,0.866920152091255,0.866920152091255,1,1,0.866920152091255,1,1,0.866920152091255,1
37,37,1,1,1,1,1,1,1,1,1,1
38,38,0.876623376623377,0.858044164037855,0.908011869436202,0.876623376623377,1,0.908011869436202,0.879478827361563,0.996941896024465,0.904761904761905,0.996941896024465
39,39,1,1,1,1,1,1,1,1,1,1
40,40,1,1,1,1,1,1,1,1,1,1
41,41,1,1,1,1,1,1,1,1,1,1
42,42,1,1,1,1,1,1,1,1,1,1
43,43,0,0,0.937655860349127,0,1,0.937655860349127,0,1,0.937655860349127,1
43,2642,0.607142857142857,0.579124579124579,0,0.607142857142857,0,0,0.607142857142857,0,0,0
44,44,0.858267716535433,1,0.858267716535433,0.858267716535433,1,0.858267716535433,0.858267716535433,1,0.858267716535433,1
45,45,1,1,1,1,1,1,1,1,1,1
46,46,1,0.915094339622642,0.915094339622642,1,1,0.915094339622642,1,1,0.915094339622642,1
47,47,1,1,1,1,1,1,1,1,1,1
48,48,1,1,1,1,1,1,1,1,1,1
49,49,1,0.957816377171216,0.957816377171216,1,1,0.957816377171216,1,1,0.957816377171216,1
50,50,1,1,1,1,1,1,1,1,1,1
51,51,1,1,1,1,1,1,1,1,1,1
52,52,1,1,1,1,1,1,1,1,1,1
53,53,1,0.925233644859813,0.925233644859813,1,1,0.925233644859813,1,1,0.925233644859813,1
54,54,1,1,1,1,1,1,1,1,1,1
55,55,0,0,0.583333333333333,0,0.703125,0.571428571428571,0,1,0.583333333333333,0.703125
55,2592,0.71875,0.714285714285714,0,0.782608695652174,0,0,0.71875,0,0,0
56,56,1,0.931034482758621,0.931034482758621,1,1,0.931034482758621,1,1,0.931034482758621,1
57,57,0,0,0,0,0,1,0,0,0,0
57,2513,0,0,0.366412213740458,0,0.366412213740458,0,0,0,0,0
57,2514,0,0,0.5,0,0.5,0,0,0,0,0
57,2515,0,0,0.335766423357664,0,0.335766423357664,0,0,0,0,0
57,2558,0,0.58974358974359,0,0.58974358974359,0,0,0,0,0,0
57,2559,0,0.617977528089888,0,0.617977528089888,0,0,0,0,0,0
58,58,0.94047619047619,0.988636363636364,0.952941176470588,1,0.94047619047619,0.988636363636364,0.951807228915663,0.9875,0.94047619047619,0.951807228915663
59,59,0.836538461538462,1,0.836538461538462,0.836538461538462,1,0.836538461538462,0.844660194174757,0.991666666666667,0.844660194174757,0.991666666666667
60,60,1,0.892857142857143,0.892857142857143,1,1,0.892857142857143,1,1,0.892857142857143,1
61,61,1,1,1,1,1,1,1,1,1,1
62,62,1,0.773913043478261,0.773913043478261,0.773913043478261,0.773913043478261,1,1,1,0.773913043478261,0.773913043478261
63,63,1,1,1,1,1,1,1,1,1,1
64,64,1,1,1,1,1,1,1,1,1,1
65,65,1,1,1,1,1,1,0.761061946902655,0.761061946902655,0.761061946902655,0.761061946902655
66,66,0,1,0,1,0,1,0,0,0,0
66,2516,0,0,0.297029702970297,0,0.297029702970297,0,0,0,0,0
66,2517,0,0,0.470588235294118,0,0.470588235294118,0,0,0,0,0
66,3146,0,0,0.477064220183486,0,0.477064220183486,0,0,0,0,0
67,67,0,0.82051282051282,0,1,0,0.82051282051282,1,0,0.82051282051282,1
67,2518,0,0,0.419753086419753,0,0.311926605504587,0,0,0.311926605504587,0,0
67,2519,0,0,0.528735632183908,0,0.4,0,0,0.4,0,0
68,68,1,1,1,1,1,1,0.773809523809524,0.773809523809524,0.773809523809524,0.773809523809524
69,69,0,1,0,1,0,1,1,0,1,1
69,2520,0,0,0.656488549618321,0,0.656488549618321,0,0,0.656488549618321,0,0
69,3148,0,0,0.356435643564356,0,0.356435643564356,0,0,0.356435643564356,0,0
70,70,0.789189189189189,0.78494623655914,0.995555555555556,1,0.789189189189189,0.78494623655914,0.772486772486772,0.982456140350877,0.986899563318777,0.772486772486772
71,71,0,0,0.725490196078431,0,0.725490196078431,1,0,1,0.725490196078431,0.725490196078431
71,2557,0.823529411764706,0.872727272727273,0,0.872727272727273,0,0,0.823529411764706,0,0,0
72,72,1,1,1,1,1,1,1,1,1,1
73,73,1,0.888888888888889,0.888888888888889,1,1,0.888888888888889,1,1,0.888888888888889,1
74,74,0.719626168224299,0.733333333333333,0.985185185185185,1,0.719626168224299,0.733333333333333,0.719626168224299,1,0.985185185185185,0.719626168224299
75,75,0,0,0,0,0,0.925925925925926,0,0,0.620689655172414,0.620689655172414
75,2503,0,0,0,0,0,0,0,0,0,0.331797235023041
75,2521,0,0,0,0,0,0,0,0.333333333333333,0,0
75,2522,0,0,0.902439024390244,0,0.890243902439024,0,0,0.631178707224335,0,0
75,2680,0,0.869047619047619,0,0.904761904761905,0,0,0.651685393258427,0,0,0
75,2681,0,0,0,0,0,0,0.474576271186441,0,0,0
76,76,0.76056338028169,0.839779005524862,0.836206896551724,0.76056338028169,1,0.836206896551724,0.76056338028169,1,0.836206896551724,1
77,77,1,1,1,1,1,1,1,1,1,1
78,78,1,1,1,1,1,1,1,1,1,1
79,79,0,0.887700534759358,0,0.824644549763033,0,0.87962962962963,0.824644549763033,0,0.87962962962963,1
79,2523,0,0,0.278260869565217,0,0.273381294964029,0,0,0.273381294964029,0,0
79,2524,0,0,0.448,0,0.389261744966443,0,0,0.389261744966443,0,0
79,2525,0,0,0.588235294117647,0,0.531073446327684,0,0,0.531073446327684,0,0
80,80,0,0,0,0,0,1,0,0,0,0
80,2526,0,0,0.648351648351648,0,0.648351648351648,0,0,0,0,0
80,2527,0,0,0.536585365853659,0,0.536585365853659,0,0,0,0,0
80,2554,0,0.915555555555556,0,0.915555555555556,0,0,0,0,0,0
81,81,0,0,0,0,0,0.692640692640693,0,0,0,0
81,2528,0,0,0.390532544378698,0,0.359375,0,0,0,0,0
81,2529,0,0,0.561576354679803,0,0.777777777777778,0,0,0,0,0
81,2555,0,0.393258426966292,0,0.598540145985402,0,0,0,0,0,0
81,2556,0,0.537634408602151,0,0.551724137931034,0,0,0,0,0,0
82,82,0,0,1,0,1,1,0,1,1,1
82,2520,0.93687707641196,0.93687707641196,0,0.93687707641196,0,0,0.93687707641196,0,0,0
83,83,1,1,1,1,1,1,1,1,1,1
84,84,0,0.760147601476015,0,0.661354581673307,0,0.838709677419355,0.991150442477876,0,0.751824817518248,0.653543307086614
84,2530,0,0,0.266666666666667,0,0.28,0,0,0.180851063829787,0,0
84,2531,0,0,0.474820143884892,0,0.38655462184874,0,0,0.347826086956522,0,0
84,2532,0,0,0.564102564102564,0,0.632352941176471,0,0,0.473214285714286,0,0
85,85,0,0,0,0,0,0.310679611650485,0,0,0.641791044776119,0
85,2504,0,0,0,0,0,0,0,0,0,0.694444444444444
85,2533,0,0,0.609375,0,0,0,0,0.772727272727273,0,0
85,2534,0,0,0.168421052631579,0,0.416666666666667,0,0,0,0,0
85,2591,0,0.651515151515151,0,0,0,0,0.826086956521739,0,0,0
86,86,0.728971962616822,0.728971962616822,1,1,0.728971962616822,0.728971962616822,0.728971962616822,1,1,0.728971962616822
87,87,1,1,1,1,1,1,1,1,1,1
88,88,1,1,1,1,1,1,1,1,1,1
89,89,0.841121495327103,0.841121495327103,1,0.841121495327103,1,1,0.841121495327103,1,1,1
90,90,0.864321608040201,0.864321608040201,1,0.864321608040201,1,1,0.864321608040201,1,1,1
91,91,0,0,1,0,1,1,0,1,1,1
91,2552,0.892430278884462,0.892430278884462,0,0.892430278884462,0,0,0.892430278884462,0,0,0
92,92,1,1,1,1,1,1,1,1,1,1
93,93,1,1,1,1,1,1,1,1,1,1
94,94,1,0.995708154506438,0.995708154506438,0.748663101604278,0.748663101604278,0.752688172043011,1,1,0.995708154506438,0.748663101604278
95,95,0.995433789954338,1,0.995433789954338,1,0.995433789954338,1,1,0.995433789954338,1,1
96,96,1,1,1,1,1,1,0.986666666666667,0.986666666666667,0.986666666666667,0.986666666666667
97,97,0.694029850746269,0.696629213483146,0.997134670487106,1,0.694029850746269,0.696629213483146,1,0.694029850746269,0.696629213483146,1
98,98,1,1,1,1,1,1,1,1,1,1
99,99,1,0.814432989690722,0.814432989690722,0.83695652173913,0.83695652173913,0.916666666666667,1,1,0.814432989690722,0.83695652173913
100,100,1,0.900763358778626,0.900763358778626,1,1,0.900763358778626,1,1,0.900763358778626,1
101,101,1,1,1,1,1,1,1,1,1,1
102,102,0,1,0,1,0,1,0,0,0,0
102,2535,0,0,0.347826086956522,0,0.347826086956522,0,0,0,0,0
102,2536,0,0,0.323529411764706,0,0.323529411764706,0,0,0,0,0
102,2537,0,0,0.335766423357664,0,0.335766423357664,0,0,0,0,0
103,103,0,0,0,1,0,0,0,0,0,0
103,2538,0,0,0,0,0.243478260869565,0,0,0,0,0
103,2540,0,0,0,0,0.792682926829268,0,0,0,0,0
103,2560,0,0,0,0,0,0.869565217391304,0,0,0,0
104,104,0,0.743295019157088,0,1,0,0.743295019157088,0,0,0,0
104,2541,0,0,0.247311827956989,0,0.260162601626016,0,0,0,0,0
104,2542,0,0,0.303664921465969,0,0.375,0,0,0,0,0
104,2543,0,0,0.449760765550239,0,0.63013698630137,0,0,0,0,0
105,105,1,1,1,1,1,1,1,1,1,1
106,106,1,1,1,0.824561403508772,0.824561403508772,0.824561403508772,0,0,0,0
107,107,0,0,0,0,0,0.89198606271777,0,0,0,0
107,2523,0,0.451282051282051,0,0.477777777777778,0,0,0,0,0,0
107,2524,0,0.688796680497925,0,0.752212389380531,0,0,0,0,0,0
107,2545,0,0,0.887573964497041,0,0.842105263157895,0,0,0,0,0
108,108,0,0,1,0,0.775700934579439,0.775700934579439,0,0,0,0
108,2755,0.396551724137931,0.396551724137931,0,0.317073170731707,0,0,0,0,0,0
108,2756,0.625954198473282,0.625954198473282,0,0.513966480446927,0,0,0,0,0,0
109,109,1,1,1,1,1,1,1,1,1,1
110,110,0.89119170984456,0.89119170984456,1,0.89119170984456,1,1,0.89119170984456,1,1,1
111,111,1,1,1,1,1,1,1,1,1,1
112,112,1,0.802547770700637,0.802547770700637,1,1,0.802547770700637,1,1,0.802547770700637,1
113,113,1,1,1,1,1,1,1,1,1,1
114,114,1,1,1,1,1,1,1,1,1,1
115,115,0,0,0,0,0,1,0,0,0,0
115,2546,0,0,0.25,0,0.25,0,0,0,0,0
115,2547,0,0,0.270588235294118,0,0.270588235294118,0,0,0,0,0
115,2548,0,0,0.300578034682081,0,0.300578034682081,0,0,0,0,0
115,2549,0,0,0.228915662650602,0,0.228915662650602,0,0,0,0,0
115,2560,0,0.864661654135338,0,0.864661654135338,0,0,0,0,0,0
116,116,0.990909090909091,0.995433789954338,0.995475113122172,1,0.990909090909091,0.995433789954338,1,0.990909090909091,0.995433789954338,1
117,117,0.826347305389222,0.826347305389222,1,0.826347305389222,1,1,0.826347305389222,1,1,1
118,118,0,0.703557312252964,0,1,0,0.703557312252964,0,0,0,0
118,2550,0,0,0.216216216216216,0,0.236363636363636,0,0,0,0,0
118,2551,0,0,0.187845303867403,0,0.226415094339623,0,0,0,0,0
118,2552,0,0,0.587234042553191,0,0.5875,0,0,0,0,0
119,119,1,0.885844748858447,0.885844748858447,1,1,0.885844748858447,1,1,0.885844748858447,1
120,120,1,1,1,1,1,1,1,1,1,1
121,121,0,0.730627306273063,0,0.730627306273063,0,1,0,0,0,0
121,2553,0,0,0.414746543778802,0,0.414746543778802,0,0,0,0,0
121,2554,0,0,0.584362139917695,0,0.584362139917695,0,0,0,0,0
122,122,0,0,0,0,0,1,0,0,0,0
122,2553,0,0.544502617801047,0,0.544502617801047,0,0,0,0,0,0
122,2555,0,0,0.53968253968254,0,0.53968253968254,0,0,0,0,0
122,2556,0,0,0.275,0,0.275,0,0,0,0,0
122,2985,0,0.441988950276243,0,0.441988950276243,0,0,0,0,0,0
123,123,0.968325791855204,0.834224598930481,0.824742268041237,0.968325791855204,1,0.824742268041237,0.968325791855204,1,0.824742268041237,1
124,124,1,0.954954954954955,0.954954954954955,1,1,0.954954954954955,1,1,0.954954954954955,1
125,125,1,0.784530386740331,0.784530386740331,1,1,0.784530386740331,1,1,0.784530386740331,1
126,126,1,1,1,1,1,1,1,1,1,1
127,127,0.827868852459016,0.927536231884058,0.811244979919679,0.827868852459016,1,0.811244979919679,0.827868852459016,1,0.811244979919679,1
128,128,0,0.772093023255814,0,0.772093023255814,0,1,0,0,0,0
128,2557,0,0,0.419161676646707,0,0.419161676646707,0,0,0,0,0
128,2558,0,0,0.508474576271186,0,0.508474576271186,0,0,0,0,0
129,129,0,0,0,0,0,0.636015325670498,0,0,0,0
129,2559,0,0,0.270676691729323,0,0.353535353535354,0,0,0,0,0
129,2560,0,0,0.613496932515337,0,0.570175438596491,0,0,0,0,0
129,2561,0,0.741116751269036,0,0.755725190839695,0,0,0,0,0,0
130,130,1,1,1,1,1,1,1,1,1,1
131,131,0,0,0.893333333333333,0,1,0.893333333333333,0,1,0.893333333333333,1
132,132,1,1,1,1,1,1,1,1,1,1
133,133,1,0,0,0.551181102362205,0.551181102362205,0,1,1,0,0.551181102362205
133,2505,0,0,0,0,0,0,0,0,0,0.45
133,2617,0,0,0,0,0,0,0,0,0.512,0
133,2618,0,0,0,0,0,0.843373493975904,0,0,0.628571428571429,0
134,134,1,1,1,1,1,1,1,1,1,1
135,135,0.612068965517241,1,0.612068965517241,1,0.612068965517241,1,1,0.612068965517241,1,1
136,136,1,1,1,0.717948717948718,0.717948717948718,0.717948717948718,0.717948717948718,0.717948717948718,0.717948717948718,1
137,137,0.729241877256318,1,0.729241877256318,0.729241877256318,1,0.729241877256318,0.729241877256318,1,0.729241877256318,1
138,138,0,0.823970037453184,0,0.823970037453184,0,1,0,0,0,0
138,2561,0,0,0.174418604651163,0,0.174418604651163,0,0,0,0,0
138,2562,0,0,0.184971098265896,0,0.184971098265896,0,0,0,0,0
138,2563,0,0,0.225988700564972,0,0.225988700564972,0,0,0,0,0
138,2564,0,0,0.497607655502392,0,0.497607655502392,0,0,0,0,0
139,139,0,0.864077669902913,0,1,0,0.864077669902913,0,0,0,0
139,2565,0,0,0.4625,0,0.544117647058823,0,0,0,0,0
139,2566,0,0,0.506493506493506,0,0.553846153846154,0,0,0,0,0
139,2567,0,0,0.137404580152672,0,0,0,0,0,0,0
140,140,0.712328767123288,0.807339449541284,0.741721854304636,0.722222222222222,0.989247311827957,0.751677852348993,0.712328767123288,1,0.741721854304636,0.989247311827957
141,141,0,0,0,0,0,0.82,0,0,0,0
141,2568,0,0,0.318840579710145,0,0.140625,0,0,0,0,0
141,2569,0,0,0.32,0,0.347826086956522,0,0,0,0,0
141,2570,0,0,0.48951048951049,0,0.481203007518797,0,0,0,0,0
141,2586,0,0.935185185185185,0,0.825242718446602,0,0,0,0,0,0
142,142,1,0.784810126582278,0.784810126582278,1,1,0.784810126582278,1,1,0.784810126582278,1
143,143,1,0.815450643776824,0.815450643776824,1,1,0.815450643776824,1,1,0.815450643776824,1
144,144,1,1,1,1,1,1,1,1,1,1
145,145,0,1,0,1,0,1,1,0,1,1
145,2571,0,0,0.2875,0,0.2875,0,0,0.2875,0,0
145,2572,0,0,0.329268292682927,0,0.329268292682927,0,0,0.329268292682927,0,0
145,2573,0,0,0.516129032258065,0,0.516129032258065,0,0,0.516129032258065,0,0
146,146,1,0.789237668161435,0.789237668161435,1,1,0.789237668161435,1,1,0.789237668161435,1
147,147,0,0,0,0,0,0.431372549019608,0,0,0,0
147,2575,0,0,0.442307692307692,0,0,0,0,0,0,0
147,2576,0,0,0.428571428571429,0,0.782608695652174,0,0,0,0,0
147,2994,0,0.601626016260163,0,0,0,0,0,0,0,0
147,2995,0,0.526315789473684,0,0.774193548387097,0,0,0,0,0,0
148,148,0.743455497382199,0.733668341708543,0.793388429752066,0.751322751322751,0.991379310344828,0.783333333333333,0.743455497382199,1,0.793388429752066,0.991379310344828
148,1061,0,0,0.156756756756757,0,0,0,0,0,0,0
149,149,0.882758620689655,0.882758620689655,1,0.882758620689655,1,1,0.882758620689655,1,1,1
150,150,0.837209302325581,0.837209302325581,1,0.837209302325581,1,1,0.837209302325581,1,1,1
151,151,0.739130434782609,1,0.739130434782609,1,0.739130434782609,1,0,0,0,0
152,152,1,0,0,1,1,0,1,1,0,1
152,194,0,0.6,0.60377358490566,0,0,0,0,0,0,0
152,2557,0,0,0,0,0,0.751381215469613,0,0,0.751381215469613,0
153,153,0,0,0.844621513944223,0,0.634615384615385,0.674285714285714,0,0,0,0
153,2986,0.651162790697674,0.659340659340659,0,0.906474820143885,0,0,0,0,0,0
153,2987,0.43956043956044,0.375838926174497,0,0,0,0,0,0,0,0
154,154,0.73542600896861,0.724770642201835,0.96028880866426,1,0.73542600896861,0.724770642201835,0.719298245614035,0.975609756097561,0.957446808510638,0.719298245614035
155,155,0,0,0,0,0,1,0,0,1,1
155,2527,0,0.46927374301676,0,0.46927374301676,0,0,0.46927374301676,0,0,0
155,2528,0,0.663414634146341,0,0.663414634146341,0,0,0.663414634146341,0,0,0
155,2577,0,0,0.594871794871795,0,0.594871794871795,0,0,0.594871794871795,0,0
155,2578,0,0,0.416184971098266,0,0.416184971098266,0,0,0.416184971098266,0,0
156,156,1,1,1,1,1,1,1,1,1,1
157,157,0,0.878378378378378,0,0.782608695652174,0,0.863905325443787,0.782608695652174,0,0.863905325443787,1
157,2579,0,0,0.521008403361345,0,0.590909090909091,0,0,0.590909090909091,0,0
157,2580,0,0,0.586206896551724,0,0.573643410852713,0,0,0.573643410852713,0,0
158,158,0,0,0,0,0,1,0,0,1,1
158,2581,0,0,0.342857142857143,0,0.342857142857143,0,0,0.342857142857143,0,0
158,2582,0,0,0.158730158730159,0,0.158730158730159,0,0,0.158730158730159,0,0
158,2583,0,0,0.457516339869281,0,0.457516339869281,0,0,0.457516339869281,0,0
158,2945,0,0.858536585365854,0,0.858536585365854,0,0,0.858536585365854,0,0,0
159,159,0,1,0,1,0,1,1,0,1,1
159,2584,0,0,0.327683615819209,0,0.327683615819209,0,0,0.327683615819209,0,0
159,2585,0,0,0.373626373626374,0,0.373626373626374,0,0,0.373626373626374,0,0
159,2586,0,0,0.524752475247525,0,0.524752475247525,0,0,0.524752475247525,0,0
160,160,0,1,0,1,0,1,0,0,0,0
160,2587,0,0,0.372093023255814,0,0.372093023255814,0,0,0,0,0
160,2588,0,0,0.581081081081081,0,0.581081081081081,0,0,0,0,0
161,161,1,1,1,1,1,1,1,1,1,1
162,162,0,1,0,1,0,1,1,0,1,1
162,2589,0,0,0.270676691729323,0,0.270676691729323,0,0,0.270676691729323,0,0
162,2590,0,0,0.646706586826347,0,0.646706586826347,0,0,0.646706586826347,0,0
163,163,0,0.916256157635468,0,1,0,0.916256157635468,1,0,0.916256157635468,1
163,2591,0,0,0.408759124087591,0,0.426229508196721,0,0,0.426229508196721,0,0
163,2592,0,0,0.359712230215827,0,0.354838709677419,0,0,0.354838709677419,0,0
163,2593,0,0,0.496732026143791,0,0.565217391304348,0,0,0.565217391304348,0,0
164,164,1,1,1,1,1,1,1,1,1,1
165,165,0,1,0,1,0,1,1,0,1,1
165,2594,0,0,0.455882352941176,0,0.455882352941176,0,0,0.455882352941176,0,0
165,2595,0,0,0.432835820895522,0,0.432835820895522,0,0,0.432835820895522,0,0
166,166,1,0.875,0.875,1,1,0.875,1,1,0.875,1
167,167,0,0.774647887323944,0,1,0,0.774647887323944,1,0,0.774647887323944,1
167,2596,0,0,0.183908045977011,0,0.120481927710843,0,0,0.120481927710843,0,0
167,2597,0,0,0.222222222222222,0,0.186046511627907,0,0,0.186046511627907,0,0
167,2598,0,0,0.728813559322034,0,0.684210526315789,0,0,0.684210526315789,0,0
168,168,0,1,0,1,0,1,0,0,0,0
168,2599,0,0,0.273291925465839,0,0.273291925465839,0,0,0,0,0
168,2600,0,0,0.395480225988701,0,0.395480225988701,0,0,0,0,0
168,2601,0,0,0.345238095238095,0,0.345238095238095,0,0,0,0,0
169,169,1,1,1,1,1,1,1,1,1,1
170,170,0,0,0.629213483146067,0,0.489082969432314,0.820338983050847,0,0.622222222222222,0.869918699186992,0.794612794612795
170,2644,0.721649484536082,0.503067484662577,0,0.383177570093458,0,0,0.448484848484848,0,0,0
170,2645,0.300884955752212,0.625698324022346,0,0.48695652173913,0,0,0.61878453038674,0,0,0
171,171,0.655172413793103,0.655172413793103,1,0.655172413793103,1,1,0.660869565217391,0.993548387096774,0.993548387096774,0.993548387096774
172,172,0.877358490566038,1,0.877358490566038,0.877358490566038,1,0.877358490566038,0.877358490566038,1,0.877358490566038,1
173,173,1,1,1,1,1,1,1,1,1,1
174,174,0,0,0,0,0,1,0,0,0,0
174,2515,0,0.593301435406699,0,0.593301435406699,0,0,0,0,0,0
174,2516,0,0.50761421319797,0,0.50761421319797,0,0,0,0,0,0
174,2602,0,0,0.544554455445545,0,0.544554455445545,0,0,0,0,0
174,2603,0,0,0.427807486631016,0,0.427807486631016,0,0,0,0,0
175,175,1,0.842696629213483,0.842696629213483,1,1,0.842696629213483,1,1,0.842696629213483,1
176,176,1,0.761133603238866,0.761133603238866,1,1,0.761133603238866,1,1,0.761133603238866,1
177,177,0,0.870466321243523,0,1,0,0.870466321243523,1,0,0.870466321243523,1
177,2604,0,0,0.571428571428571,0,0.526315789473684,0,0,0.526315789473684,0,0
177,2605,0,0,0.63905325443787,0,0.635135135135135,0,0,0.635135135135135,0,0
178,178,0,0,0.503311258278146,0,0.421052631578947,0,0,0,0,0
178,2511,0.678362573099415,0.791666666666667,0,0,0,0,0,0,0,0
179,179,1,1,1,1,1,1,1,1,1,1
180,180,0.786666666666667,0.786666666666667,1,0.786666666666667,1,1,0.786666666666667,1,1,1
181,181,0,1,0,1,0,1,0,0,0,0
181,3233,0,0,0.331288343558282,0,0.331288343558282,0,0,0,0,0
181,3234,0,0,0.198675496688742,0,0.198675496688742,0,0,0,0,0
181,3235,0,0,0.267515923566879,0,0.267515923566879,0,0,0,0,0
182,182,0.926829268292683,0.926829268292683,1,1,0.926829268292683,0.926829268292683,0.926829268292683,1,1,0.926829268292683
182,196,0.144230769230769,0.144230769230769,0,0,0,0,0.144230769230769,0,0,0.144230769230769
183,183,1,1,1,1,1,1,1,1,1,1
184,184,0,0.978723404255319,0,0.989247311827957,0,0.98936170212766,0.804020100502513,0,0.796019900497512,0.804020100502513
184,2512,0,0,0.783132530120482,0,0.792682926829268,0,0,0.80225988700565,0,0
185,185,1,1,1,1,1,1,1,1,1,1
186,186,1,0.885964912280702,0.885964912280702,1,1,0.885964912280702,1,1,0.885964912280702,1
187,187,0,1,0,1,0,1,1,0,1,1
187,2606,0,0,0.391061452513966,0,0.391061452513966,0,0,0.391061452513966,0,0
187,2607,0,0,0.763636363636364,0,0.763636363636364,0,0,0.763636363636364,0,0
188,188,1,1,1,1,1,1,1,1,1,1
189,189,1,0.836601307189543,0.836601307189543,1,1,0.836601307189543,1,1,0.836601307189543,1
190,190,0,0.880952380952381,0,0.880952380952381,0,1,0,0,0,0
190,2608,0,0,0.620689655172414,0,0.620689655172414,0,0,0,0,0
190,2609,0,0,0.55,0,0.55,0,0,0,0,0
191,191,1,1,1,1,1,1,1,1,1,1
192,192,0.815533980582524,0.815533980582524,1,0.815533980582524,1,1,0.815533980582524,1,1,1
193,193,1,1,1,1,1,1,0.679611650485437,0.679611650485437,0.679611650485437,0.679611650485437
194,152,0,0,0,0,0,0.60377358490566,0,0,0.60377358490566,0
194,194,0.795180722891566,0,0,0.795180722891566,1,0,0.795180722891566,1,0,1
195,195,1,0,0,1,1,0,1,1,0,1
195,2619,0,0,0,0,0,0.441558441558442,0,0,0.441558441558442,0
195,2620,0,0,0,0,0,0.4,0,0,0.4,0
195,2621,0,0,0,0,0,0.394736842105263,0,0,0.394736842105263,0
