cellid_a,cellid_b,cd_4_5,cd_3_5,cd_3_4,cd_2_5,cd_2_4,cd_2_3,cd_1_5,cd_1_4,cd_1_3,cd_1_2
1140,2748,0,0.636871508379888,0,0.625,0,0,0.558139534883721,0,0,0
1140,2749,0,0.56701030927835,0,0.579710144927536,0,0,0.539130434782609,0,0,0
1140,2825,0,0,0.9140625,0,0.892193308550186,0,0,0.883561643835616,0,0
1141,1141,1,1,1,1,1,1,1,1,1,1
1142,1142,1,1,1,1,1,1,1,1,1,1
1143,1143,1,0.931297709923664,0.931297709923664,1,1,0.931297709923664,1,1,0.931297709923664,1
1144,2633,0,0.947368421052632,0,0,0,0,0,0,0,0
1144,2827,0,0,0.771084337349398,0,0,0,0,0,0,0
1145,1138,0,0.342857142857143,0.342857142857143,0,0,0,0,0,0,0
1145,1145,1,0.625,0.625,1,1,0.625,1,1,0.625,1
1146,1146,1,0.765765765765766,0.765765765765766,1,1,0.765765765765766,0,0,0,0
1146,2580,0,0,0,0,0,0.146892655367232,0,0,0,0
1147,1147,0,0,0,0,0,0.701030927835051,0,0,0,0
1147,2609,0,0.872549019607843,0,0.694158075601375,0,0,0,0,0,0
1147,2610,0,0.140350877192982,0,0.387596899224806,0,0,0,0,0,0
1147,2829,0,0,0.754901960784314,0,0.673539518900344,0,0,0,0,0
1147,2831,0,0,0.271739130434783,0,0.501845018450184,0,0,0,0,0
1148,1148,0,0,0,0,0,0.633165829145729,0,0,0.717391304347826,0.72202166064982
1148,2655,0,0.874418604651163,0,0.740740740740741,0,0,0.784982935153584,0,0,0
1148,2834,0,0,0,0,0.31496062992126,0,0,0.264705882352941,0,0
1148,2835,0,0,0.816326530612245,0,0.771573604060914,0,0,0.700729927007299,0,0
1149,1149,0,0,0,0,0,0.666666666666667,0,0,0.67948717948718,0.985365853658537
1149,2687,0,0.762886597938144,0,0.575342465753425,0,0,0.587412587412587,0,0,0
1149,2688,0,0.175824175824176,0,0.457142857142857,0,0,0.467153284671533,0,0,0
1149,2836,0,0,0,0,0.142857142857143,0,0,0.146788990825688,0,0
1149,2837,0,0,0.804347826086957,0,0.524822695035461,0,0,0.536231884057971,0,0
1150,1150,0,0,0,0,0,0.786407766990291,0,0,0,0
1150,2588,0,0,0,0,0,0.143939393939394,0,0,0,0
1150,2745,0,0.823529411764706,0,0.896860986547085,0,0,0,0,0,0
1150,2840,0,0,0.772277227722772,0,0.80672268907563,0,0,0,0,0
1150,3145,0,0,0,0,0.123076923076923,0,0,0,0,0
1151,1151,1,0.885906040268456,0.885906040268456,1,1,0.885906040268456,1,1,0.885906040268456,1
1152,1152,0,0,1,0,1,1,0,1,1,1
1152,2531,0.392452830188679,0.392452830188679,0,0.392452830188679,0,0,0.392452830188679,0,0,0
1152,2532,0.724550898203593,0.724550898203593,0,0.724550898203593,0,0,0.724550898203593,0,0,0
1153,1153,0,0,0.526315789473684,0,0.253968253968254,0,0,0.573426573426573,0.636363636363636,0
1153,1170,0,0,0,0,0,0,0,0,0,0.617511520737327
1153,2594,0,0,0,0,0,0.112903225806452,0,0,0,0
1153,2736,0.737588652482269,0.646153846153846,0,0.142857142857143,0,0,0.797752808988764,0,0,0
1154,1154,1,0,0,1,1,0,1,1,0,1
1154,2658,0,0,0,0,0,0.131578947368421,0,0,0.131578947368421,0
1154,2659,0,0,0,0,0,0.556122448979592,0,0,0.556122448979592,0
1154,2660,0,0,0,0,0,0.594059405940594,0,0,0.594059405940594,0
1155,1155,0,0,0.528610354223433,0,1,0.528610354223433,0,0,0,0
1155,2590,0,0,0,0,0,0.586894586894587,0,0,0,0
1155,2595,0,0,0,0,0,0.114478114478114,0,0,0,0
1155,2750,0.47093023255814,0.885844748858447,0,0.47093023255814,0,0,0,0,0,0
1155,2751,0.698412698412698,0,0,0.698412698412698,0,0,0,0,0,0
1156,1156,1,0.968085106382979,0.968085106382979,1,1,0.968085106382979,1,1,0.968085106382979,1
1157,1157,0,0.906882591093117,0,1,0,0.906882591093117,1,0,0.906882591093117,1
1157,2841,0,0,0.402597402597403,0,0.369426751592357,0,0,0.369426751592357,0,0
1157,2842,0,0,0.322147651006711,0,0.315789473684211,0,0,0.315789473684211,0,0
1157,2843,0,0,0.23021582733813,0,0.23943661971831,0,0,0.23943661971831,0,0
1158,1158,1,1,1,1,1,1,1,1,1,1
1159,1159,1,0.957446808510638,0.957446808510638,0.973821989528796,0.973821989528796,0.983606557377049,1,1,0.957446808510638,0.973821989528796
1160,1160,0.988593155893536,0.976923076923077,0.972762645914397,1,0.988593155893536,0.976923076923077,0.988593155893536,1,0.972762645914397,0.988593155893536
1161,1161,0,0.756972111553785,0,1,0,0.756972111553785,0.8,0,0.86013986013986,0.8
1161,2844,0,0,0.813186813186813,0,0.777777777777778,0,0,0.885017421602787,0,0
1162,1162,1,0.839416058394161,0.839416058394161,1,1,0.839416058394161,1,1,0.839416058394161,1
1163,1163,0,0,0,0,0,0.920754716981132,0,0,0,0
1163,2684,0,0.900763358778626,0,0.913857677902622,0,0,0,0,0,0
1163,2847,0,0,0.917293233082707,0,0.922509225092251,0,0,0,0,0
1164,1164,0,0,0.216216216216216,0,0.74390243902439,0.65359477124183,0,0.338709677419355,0.849557522123894,0.746987951807229
1164,2683,0.427480916030534,0.816666666666667,0,0.797687861271676,0,0,0.917293233082707,0,0,0
1164,2848,0,0,0.808510638297872,0,0.557823129251701,0,0,0.785046728971963,0,0
1165,1165,0,0,0.513931888544892,0,0.763358778625954,0.627118644067797,0,1,0.513931888544892,0.763358778625954
1165,2573,0,0,0,0,0,0.411483253588517,0,0,0.378378378378378,0
1165,2574,0,0,0,0,0,0.287179487179487,0,0,0.276595744680851,0
1165,2612,0.624641833810888,0.864583333333333,0,0.679389312977099,0,0,0.624641833810888,0,0,0
1165,2613,0.277580071174377,0,0,0.268041237113402,0,0,0.277580071174377,0,0,0
1165,2614,0.279569892473118,0,0,0.322916666666667,0,0,0.279569892473118,0,0,0
1166,1166,1,0.854700854700855,0.854700854700855,0.762376237623762,0.762376237623762,0.787878787878788,1,1,0.854700854700855,0.762376237623762
1167,1167,1,1,1,1,1,1,1,1,1,1
1168,2601,0,0,0,0,0,0.913978494623656,0,0,0,0
1168,2685,0,0,0,0.897297297297297,0,0,0,0,0,0
1168,2686,0,0.893854748603352,0,0,0,0,0,0,0,0
1168,2849,0,0,0.884848484848485,0,0,0,0,0,0,0
1168,2850,0,0,0,0,0.909090909090909,0,0,0,0,0
1169,1169,1,0.961538461538462,0.961538461538462,1,1,0.961538461538462,1,1,0.961538461538462,1
1170,1153,0,0,0,0,0.5,0.473372781065089,0,0,0,0
1170,1170,0.980952380952381,0.407643312101911,0.447204968944099,0.417391304347826,0.444444444444444,0.441988950276243,0,0,0,0
1170,2736,0,0,0,0.697674418604651,0,0,0,0,0,0
1171,2591,0,0,0,0,0,0.923728813559322,0,0,0,0
1171,2733,0,0.908011869436202,0,0,0,0,0,0,0,0
1171,2734,0,0,0,0.915555555555556,0,0,0,0,0,0
1171,2851,0,0,0,0,0.885844748858447,0,0,0,0,0
1171,2852,0,0,0.886904761904762,0,0,0,0,0,0,0
1172,1172,0,0,0.16551724137931,0,0.108843537414966,0.856,0,0.261538461538462,0.88412017167382,0.825531914893617
1172,2632,0.115942028985507,0,0,0,0,0,0,0,0,0
1172,2634,0.173228346456693,0.895652173913044,0,0.853448275862069,0,0,0.930232558139535,0,0,0
1172,2828,0,0,0.913793103448276,0,0.803418803418803,0,0,0.847926267281106,0,0
1173,1173,1,1,1,1,1,1,1,1,1,1
1174,1174,1,0.872727272727273,0.872727272727273,1,1,0.872727272727273,1,1,0.872727272727273,1
1175,1175,0,0,0,0,0,0.897506925207756,0,0,0.879396984924623,0.869806094182826
1175,2845,0,0,0.84149855907781,0,0.890322580645161,0,0,0.806916426512968,0,0
1175,2996,0,0.966921119592875,0,0.910112359550562,0,0,0.880407124681934,0,0,0
1176,1176,1,0.786516853932584,0.786516853932584,0.740740740740741,0.740740740740741,0.919431279620853,1,1,0.786516853932584,0.740740740740741
1176,1193,0,0,0,0.13953488372093,0.13953488372093,0,0,0,0,0
1177,1177,0,0,0,0,0,0.522058823529412,0,0,0,0
1177,2565,0,0,0,0,0,0.26271186440678,0,0,0,0
1177,2566,0,0,0,0,0,0.266094420600858,0,0,0,0
1177,2854,0,0,0,0,0.147465437788018,0,0,0,0,0
1177,2855,0,0,0,0,0.172727272727273,0,0,0,0,0
1177,2856,0,0,0.456521739130435,0,0.189189189189189,0,0,0,0,0
1177,2857,0,0,0.594594594594595,0,0.33195020746888,0,0,0,0,0
1177,2940,0,0.326530612244898,0,0.236842105263158,0,0,0,0,0,0
1177,2941,0,0.545454545454545,0,0.244541484716157,0,0,0,0,0,0
1177,2942,0,0.52,0,0.252173913043478,0,0,0,0,0,0
1177,2943,0,0,0,0.296610169491525,0,0,0,0,0,0
1177,2944,0,0,0,0.310924369747899,0,0,0,0,0,0
1178,1178,1,1,1,1,1,1,1,1,1,1
1179,1179,0.307086614173228,0.981132075471698,0.351145038167939,0.981132075471698,0.351145038167939,1,0.142857142857143,0,0.137931034482759,0.137931034482759
1179,2610,0.121739130434783,0,0,0,0,0,0,0,0,0
1179,2832,0,0,0.851282051282051,0,0.851282051282051,0,0,0.126315789473684,0,0
1180,1180,0.53125,0.958904109589041,0.509803921568627,0.958904109589041,0.509803921568627,1,0.38150289017341,0.729411764705882,0.356756756756757,0.356756756756757
1180,2830,0,0,0.700854700854701,0,0.700854700854701,0,0,0,0,0
1180,2831,0,0,0.111111111111111,0,0.111111111111111,0,0,0,0,0
1181,1181,1,1,1,1,1,1,1,1,1,1
1182,1182,1,0,0,1,1,0,1,1,0,1
1182,2661,0,0,0,0,0,0.417061611374408,0,0,0.417061611374408,0
1182,2662,0,0,0,0,0,0.747081712062257,0,0,0.747081712062257,0
1183,1183,1,0.784313725490196,0.784313725490196,1,1,0.784313725490196,1,1,0.784313725490196,1
1184,1184,1,1,1,1,1,1,1,1,1,1
1185,1185,0,0,0,1,0,0,0,0,0,0
1185,2579,0,0,0,0,0,0.651933701657459,0,0,0,0
1185,2580,0,0,0,0,0,0.433862433862434,0,0,0,0
1185,2858,0,0,0,0,0.382716049382716,0,0,0,0,0
1185,2859,0,0,0,0,0.67741935483871,0,0,0,0,0
1186,1186,1,0.819444444444444,0.819444444444444,1,1,0.819444444444444,1,1,0.819444444444444,1
1187,1187,0,0.841772151898734,0,1,0,0.841772151898734,0,0,0,0
1187,2860,0,0,0.181818181818182,0,0.153061224489796,0,0,0,0,0
1187,2861,0,0,0.577114427860697,0,0.518518518518518,0,0,0,0,0
1187,2862,0,0,0.24203821656051,0,0.190954773869347,0,0,0,0,0
1188,1188,1,1,1,1,1,1,1,1,1,1
1189,1189,0,0,0,0,0,1,0,0,0,0
1189,2563,0,0.510869565217391,0,0.510869565217391,0,0,0,0,0,0
1189,2564,0,0.440677966101695,0,0.440677966101695,0,0,0,0,0,0
1189,2565,0,0.325842696629214,0,0.325842696629214,0,0,0,0,0,0
1189,2863,0,0,0.209150326797386,0,0.209150326797386,0,0,0,0,0
1189,2864,0,0,0.440677966101695,0,0.440677966101695,0,0,0,0,0
1189,2865,0,0,0.232258064516129,0,0.232258064516129,0,0,0,0,0
1190,1190,0,0,0,0,0,0.85981308411215,0,0,0.85981308411215,1
1190,2579,0,0.890909090909091,0,0.871794871794872,0,0,0.871794871794872,0,0,0
1190,3250,0,0,0.854700854700855,0,0.838709677419355,0,0,0.838709677419355,0,0
1191,1191,0,0,0.72992700729927,0,1,0.72992700729927,0,0.795505617977528,0.881656804733728,0.795505617977528
1191,2646,0.752997601918465,0.890322580645161,0,0.752997601918465,0,0,0.88953488372093,0,0,0
1191,2647,0.332268370607029,0,0,0.332268370607029,0,0,0,0,0,0
1191,2769,0,0,0,0,0,0.242280285035629,0,0,0,0
1192,1192,1,0.940397350993378,0.940397350993378,1,1,0.940397350993378,1,1,0.940397350993378,1
1193,1176,0,0,0,0,0,0,0,0,0,0.13953488372093
1193,1193,1,0.896551724137931,0.896551724137931,0.808290155440414,0.808290155440414,0.840425531914894,1,1,0.896551724137931,0.808290155440414
1194,1194,0,0.824427480916031,0,1,0,0.824427480916031,1,0,0.824427480916031,1
1194,2867,0,0,0,0,0.239130434782609,0,0,0.239130434782609,0,0
1194,2868,0,0,0.547619047619048,0,0.515463917525773,0,0,0.515463917525773,0,0
1194,2869,0,0,0.368421052631579,0,0.314606741573034,0,0,0.314606741573034,0,0
1195,1195,1,1,1,1,1,1,1,1,1,1
1196,1196,1,0.905797101449275,0.905797101449275,1,1,0.905797101449275,1,1,0.905797101449275,1
1197,1197,1,0.526315789473684,0.526315789473684,1,1,0.526315789473684,1,1,0.526315789473684,1
1198,1198,1,0.837944664031621,0.837944664031621,0.921810699588477,0.921810699588477,0.864,0.983471074380165,0.983471074380165,0.819277108433735,0.912133891213389
1199,1199,0,1,0,1,0,1,1,0,1,1
1199,3243,0,0,0.218390804597701,0,0.218390804597701,0,0,0.218390804597701,0,0
1199,3244,0,0,0.262295081967213,0,0.262295081967213,0,0,0.262295081967213,0,0
1199,3245,0,0,0.316939890710383,0,0.316939890710383,0,0,0.316939890710383,0,0
1199,3246,0,0,0.37037037037037,0,0.37037037037037,0,0,0.37037037037037,0,0
1200,1200,1,0.874251497005988,0.874251497005988,1,1,0.874251497005988,0,0,0,0
1201,1201,0.842931937172775,0.72463768115942,0.815331010452962,0.842931937172775,1,0.815331010452962,0.842931937172775,1,0.815331010452962,1
1201,2769,0,0,0,0,0,0.259259259259259,0,0,0.259259259259259,0
1202,1202,1,0.827586206896552,0.827586206896552,1,1,0.827586206896552,1,1,0.827586206896552,1
1203,1203,0,0.853994490358127,0,1,0,0.853994490358127,1,0,0.853994490358127,1
1203,2870,0,0,0.326315789473684,0,0.263829787234043,0,0,0.263829787234043,0,0
1203,2871,0,0,0.288770053475936,0,0.224137931034483,0,0,0.224137931034483,0,0
1203,2872,0,0,0.288770053475936,0,0.241379310344828,0,0,0.241379310344828,0,0
1203,2873,0,0,0.352331606217617,0,0.285714285714286,0,0,0.285714285714286,0,0
1204,1204,0,0,0,0,0,0,0,0,0.105263157894737,0.837988826815642
1204,1228,0,0,0,0,0,0.836363636363636,0,0,0.83695652173913,0
1204,2740,0,0,0,0.89041095890411,0,0,0.8,0,0,0
1204,2875,0,0,0,0,0.782122905027933,0,0,0.828282828282828,0,0
1205,1205,0.976047904191617,0.86,0.86986301369863,0.997067448680352,0.978978978978979,0.862876254180602,0.997084548104956,0.973134328358209,0.857142857142857,0.994152046783626
1206,1206,0,0,0,0,0,0.926229508196721,0,0,0.788104089219331,0.749034749034749
1206,2732,0,0.928838951310861,0,0.90272373540856,0,0,0.75886524822695,0,0,0
1206,2877,0,0,0.929133858267717,0,0.885245901639344,0,0,0.802973977695167,0,0
1207,1207,0,0.887096774193548,0,1,0,0.887096774193548,0,0,0,0
1207,2879,0,0,0.169230769230769,0,0.152777777777778,0,0,0,0,0
1207,2880,0,0,0.240601503759398,0,0.217687074829932,0,0,0,0,0
1207,2881,0,0,0.227272727272727,0,0.205479452054795,0,0,0,0,0
1207,2882,0,0,0.314285714285714,0,0.298701298701299,0,0,0,0,0
1208,1208,0,0,0.846846846846847,0,1,0.846846846846847,0,1,0.846846846846847,1
1208,2533,0.868804664723032,0.918367346938776,0,0.868804664723032,0,0,0.868804664723032,0,0,0
1208,2769,0,0,0,0,0,0.118980169971671,0,0,0.118980169971671,0
1209,1209,0,0.725274725274725,0,1,0,0.725274725274725,0,0.4,0,0
1209,2853,0,0,0.88,0,0.761904761904762,0,0,0,0,0
1210,1210,0.901785714285714,0.97196261682243,0.930434782608696,0.901785714285714,1,0.930434782608696,0.957345971563981,0.94273127753304,0.986175115207373,0.94273127753304
1210,2076,0,0,0,0,0,0.123222748815166,0,0,0,0
1210,2747,0.168141592920354,0,0,0.168141592920354,0,0,0,0,0,0
1211,1211,0,0,0,0,0,0,0,0,0.902912621359223,0
1211,2534,0,0,0,0,0,0,0,0,0,0.770949720670391
1211,2606,0,0.920792079207921,0,0,0,0,0.944444444444444,0,0,0
1211,2883,0,0,0.821621621621622,0,0,0,0,0.78391959798995,0,0
1211,2884,0,0,0,0,0.843373493975904,0,0,0,0,0
1212,1212,1,1,1,1,1,1,1,1,1,1
1213,1213,1,1,1,1,1,1,1,1,1,1
1214,1214,1,0.994782608695652,0.994782608695652,1,1,0.994782608695652,1,1,0.994782608695652,1
1215,1215,0,0,0,1,0,0,1,0,0,1
1215,2663,0,0,0,0,0,0.823104693140794,0,0,0.823104693140794,0
1215,2664,0,0,0,0,0,0.293478260869565,0,0,0.293478260869565,0
1215,3198,0,0,0,0,0.223529411764706,0,0,0.223529411764706,0,0
1215,3199,0,0,0,0,0.793893129770992,0,0,0.793893129770992,0,0
1216,1206,0,0,0,0,0,0,0,0,0.150442477876106,0.185185185185185
1216,1216,0,0,0,0,0,0.775510204081633,0,0.166666666666667,0.837209302325581,0.69364161849711
1216,2731,0,0.819444444444444,0,0.855172413793103,0,0,0.741176470588235,0,0,0
1216,2732,0,0,0,0,0,0,0.225941422594142,0,0,0
1216,2877,0,0,0,0,0,0,0,0.115044247787611,0,0
1216,2878,0,0,0.878980891719745,0,0.822784810126582,0,0,0.841530054644809,0,0
1217,1217,1,0,0,1,1,0,1,1,0,1
1217,2665,0,0,0,0,0,0.272727272727273,0,0,0.272727272727273,0
1217,2666,0,0,0,0,0,0.839907192575406,0,0,0.839907192575406,0
1218,1218,1,0.776978417266187,0.776978417266187,1,1,0.776978417266187,0.985074626865672,0.985074626865672,0.791208791208791,0.985074626865672
1219,1219,1,0.858131487889273,0.858131487889273,1,1,0.858131487889273,1,1,0.858131487889273,1
1220,1220,1,1,1,1,1,1,1,1,1,1
1221,1221,0,0,0,0,0,0.472727272727273,0,0,0,0
1221,2563,0,0,0,0,0,0.160493827160494,0,0,0,0
1221,2564,0,0,0,0,0,0.497109826589595,0,0,0,0
1221,2567,0,0,0,0.292682926829268,0,0,0,0,0,0
1221,2568,0,0,0,0.394904458598726,0,0,0,0,0,0
1221,2569,0,0.819277108433735,0,0.482352941176471,0,0,0,0,0,0
1221,2885,0,0,0,0,0.171052631578947,0,0,0,0,0
1221,2886,0,0,0,0,0.285714285714286,0,0,0,0,0
1221,2887,0,0,0.8,0,0.394904458598726,0,0,0,0,0
1222,1222,1,1,1,1,1,1,1,1,1,1
1223,1223,1,0.981818181818182,0.981818181818182,1,1,0.981818181818182,1,1,0.981818181818182,1
1224,1224,1,1,1,1,1,1,1,1,1,1
1225,1225,1,1,1,1,1,1,0,0,0,0
1226,1226,0,0,0.888888888888889,0,1,0.888888888888889,0,1,0.888888888888889,1
1226,2656,0.906716417910448,0.895833333333333,0,0.906716417910448,0,0,0.906716417910448,0,0,0
1227,1227,0.440251572327044,1,0.440251572327044,1,0.440251572327044,1,0.4,0.757575757575758,0.4,0.4
1227,2833,0,0,0.824074074074074,0,0.824074074074074,0,0,0,0,0
1228,1228,0,0,0,0,0,0,0,0,0,0.903225806451613
1228,2740,0,0.80794701986755,0,0,0,0,0,0,0,0
1228,2741,0,0.132450331125828,0,0.8,0,0,0.782608695652174,0,0,0
1228,2874,0,0,0,0,0.775,0,0,0.752941176470588,0,0
1228,2875,0,0,0.75,0,0.181818181818182,0,0,0.189189189189189,0,0
1229,1229,0,0,0.996309963099631,0,1,0.996309963099631,0,1,0.996309963099631,1
1229,2641,0.918287937743191,0.921875,0,0.918287937743191,0,0,0.918287937743191,0,0,0
1230,1230,0,0,0,0,0,0.924528301886792,0,0,0,0
1230,2607,0,0.914285714285714,0,0.932692307692308,0,0,0,0,0,0
1230,2890,0,0,0.852631578947368,0,0.861702127659574,0,0,0,0,0
1231,1231,0,0,0,1,0,0,0,0,0,0
1231,2667,0,0,0,0,0,0.431818181818182,0,0,0,0
1231,2668,0,0,0,0,0,0.36046511627907,0,0,0,0
1231,2669,0,0,0,0,0,0.541871921182266,0,0,0,0
1231,3247,0,0,0,0,0.491803278688525,0,0,0,0,0
1231,3248,0,0,0,0,0.357142857142857,0,0,0,0,0
1231,3249,0,0,0,0,0.395348837209302,0,0,0,0,0
1232,1232,0,0,0.79047619047619,0,1,0.79047619047619,0,1,0.79047619047619,1
1232,2752,0.752380952380952,0.848837209302326,0,0.752380952380952,0,0,0.752380952380952,0,0,0
1232,2753,0.280487804878049,0,0,0.280487804878049,0,0,0.280487804878049,0,0,0
1233,1233,0,0,0,1,0,0,1,0,0,1
1233,2670,0,0,0,0,0,0.387096774193548,0,0,0.387096774193548,0
1233,2671,0,0,0,0,0,0.44047619047619,0,0,0.44047619047619,0
1233,2672,0,0,0,0,0,0.528089887640449,0,0,0.528089887640449,0
1233,3226,0,0,0,0,0.4375,0,0,0.4375,0,0
1233,3227,0,0,0,0,0.366013071895425,0,0,0.366013071895425,0,0
1233,3228,0,0,0,0,0.367088607594937,0,0,0.367088607594937,0,0
1234,1234,1,0,0,1,1,0,1,1,0,1
1234,2782,0,0,0,0,0,0.422641509433962,0,0,0.422641509433962,0
1235,1235,0,0,0,0,0,0.898954703832753,0,0,0.894039735099338,0.914089347079038
1235,2739,0,0.914675767918089,0,0.950354609929078,0,0,0.929292929292929,0,0,0
1235,2876,0,0,0.877551020408163,0,0.904593639575972,0,0,0.885906040268456,0,0
1236,1236,1,0.935135135135135,0.935135135135135,1,1,0.935135135135135,1,1,0.935135135135135,1
1237,1237,1,0.986547085201794,0.986547085201794,1,1,0.986547085201794,1,1,0.986547085201794,1
1238,1238,0,0,0,0,0,1,0,0,0,0
1238,2512,0,0.889655172413793,0,0.889655172413793,0,0,0,0,0,0
1238,2891,0,0,0.243093922651934,0,0.243093922651934,0,0,0,0,0
1238,2892,0,0,0.317460317460317,0,0.317460317460317,0,0,0,0,0
1238,2893,0,0,0.317460317460317,0,0.317460317460317,0,0,0,0,0
1239,1239,1,0.734463276836158,0.734463276836158,1,1,0.734463276836158,1,1,0.734463276836158,1
1240,1240,0,0,0,1,0,0,0.996941896024465,0,0,0.996941896024465
1240,2673,0,0,0,0,0,0.207650273224044,0,0,0.208791208791209,0
1240,2674,0,0,0,0,0,0.338308457711443,0,0,0.34,0
1240,2675,0,0,0,0,0,0.291666666666667,0,0,0.293193717277487,0
1240,2676,0,0,0,0,0,0.420560747663551,0,0,0.422535211267606,0
1240,3229,0,0,0,0,0.245989304812834,0,0,0.247311827956989,0,0
1240,3230,0,0,0,0,0.33502538071066,0,0,0.336734693877551,0,0
1240,3231,0,0,0,0,0.423076923076923,0,0,0.42512077294686,0,0
1241,1241,1,0.914027149321267,0.914027149321267,1,1,0.914027149321267,1,1,0.914027149321267,1
1242,1242,1,0.885245901639344,0.885245901639344,1,1,0.885245901639344,1,1,0.885245901639344,1
1243,1243,1,0,0,1,1,0,1,1,0,1
1243,2677,0,0,0,0,0,0.536842105263158,0,0,0.536842105263158,0
1243,2678,0,0,0,0,0,0.657142857142857,0,0,0.657142857142857,0
1244,1244,0,0,0,0,0,0.641304347826087,0,0,0.825622775800712,0.551111111111111
1244,2631,0,0.925764192139738,0,0.670520231213873,0,0,0.807407407407407,0,0,0
1244,2895,0,0,0.855813953488372,0,0.716981132075472,0,0,0.7421875,0,0
1245,1245,0.916030534351145,0.856,0.836206896551724,1,0.916030534351145,0.856,0.916030534351145,1,0.836206896551724,0.916030534351145
1246,1246,1,1,1,1,1,1,1,1,1,1
1247,1247,1,1,1,1,1,1,1,1,1,1
1248,1248,0,0,0,1,0,0,1,0,0,1
1248,2679,0,0,0,0,0,0.416666666666667,0,0,0.416666666666667,0
1248,2680,0,0,0,0,0,0.696245733788396,0,0,0.696245733788396,0
1248,3160,0,0,0,0,0.430379746835443,0,0,0.430379746835443,0,0
1248,3161,0,0,0,0,0.604477611940298,0,0,0.604477611940298,0,0
1249,1249,1,1,1,1,1,1,1,1,1,1
1250,1250,1,1,1,1,1,1,1,1,1,1
1251,1251,0,0,1,0,1,1,0,1,1,1
1251,2595,0.320512820512821,0.320512820512821,0,0.320512820512821,0,0,0.320512820512821,0,0,0
1251,2596,0.796296296296296,0.796296296296296,0,0.796296296296296,0,0,0.796296296296296,0,0,0
1252,1252,0,0,0,0,0,0.664772727272727,0,0,0.664772727272727,1
1252,2194,0,0,0,0,0,0.12531328320802,0,0,0.12531328320802,0
1252,2607,0,0,0,0,0,0.316546762589928,0,0,0.316546762589928,0
1252,2690,0,0.829090909090909,0,0.80306905370844,0,0,0.80306905370844,0,0,0
1252,2691,0,0,0,0.279411764705882,0,0,0.279411764705882,0,0,0
1252,2896,0,0,0,0,0.260223048327138,0,0,0.260223048327138,0,0
1252,2897,0,0,0.805970149253731,0,0.713541666666667,0,0,0.713541666666667,0,0
1252,3188,0,0,0,0,0.122448979591837,0,0,0.122448979591837,0,0
1253,1253,1,1,1,1,1,1,1,1,1,1
1254,1254,1,0.89589905362776,0.89589905362776,1,1,0.89589905362776,1,1,0.89589905362776,1
1255,1255,0,0,0,0,0,0,1,0,0,0
1255,2581,0,0,0,0,0,0,0,0,0,0.780141843971631
1255,2582,0,0,0,0,0,0,0,0,0,0.4
1255,2681,0,0,0,0,0,0,0,0,0.385650224215247,0
1255,2682,0,0,0,0,0,0,0,0,0.797297297297297,0
1255,3210,0,0,0,0,0,0,0,0.442553191489362,0,0
1255,3211,0,0,0,0,0,0,0,0.739130434782609,0,0
1256,1256,1,0.995850622406639,0.995850622406639,1,1,0.995850622406639,0.976744186046512,0.976744186046512,0.980891719745223,0.976744186046512
1257,1257,1,0.954887218045113,0.954887218045113,1,1,0.954887218045113,1,1,0.954887218045113,1
1258,1258,0,1,0,1,0,1,0,0,0,0
1258,2898,0,0,0.2,0,0.2,0,0,0,0,0
1258,2899,0,0,0.765765765765766,0,0.765765765765766,0,0,0,0,0
1259,1259,1,1,1,1,1,1,1,1,1,1
1260,1260,0.16260162601626,0.995594713656388,0.161290322580645,0.995594713656388,0.161290322580645,1,0.146341463414634,0.2,0.161290322580645,0.161290322580645
1260,2888,0,0,0.932735426008969,0,0.932735426008969,0,0,0.134453781512605,0,0
1261,1261,1,0.823045267489712,0.823045267489712,1,1,0.823045267489712,1,1,0.823045267489712,1
1262,1262,1,0.952662721893491,0.952662721893491,1,1,0.952662721893491,1,1,0.952662721893491,1
1263,1263,1,0.88135593220339,0.88135593220339,1,1,0.88135593220339,1,1,0.88135593220339,1
1264,1264,1,0.731707317073171,0.731707317073171,1,1,0.731707317073171,1,1,0.731707317073171,1
1265,1265,0.853754940711462,0.796536796536797,0.825242718446602,1,0.853754940711462,0.796536796536797,1,0.853754940711462,0.796536796536797,1
1266,1266,1,0.824489795918367,0.824489795918367,1,1,0.824489795918367,1,1,0.824489795918367,1
1267,1267,1,0.918287937743191,0.918287937743191,1,1,0.918287937743191,1,1,0.918287937743191,1
1268,1268,0.43956043956044,0.166666666666667,0.775510204081633,0.43956043956044,1,0.775510204081633,0.43956043956044,1,0.775510204081633,1
1268,2730,0.72463768115942,0.853146853146853,0,0.72463768115942,0,0,0.72463768115942,0,0,0
1269,1269,0,0.72,0,0.994535519125683,0,0.717131474103586,0,0,0,0
1269,2900,0,0,0.326315789473684,0,0.276422764227642,0,0,0,0,0
1269,2901,0,0,0.271739130434783,0,0.376068376068376,0,0,0,0,0
1269,2902,0,0,0.425742574257426,0,0.622222222222222,0,0,0,0,0
1270,1270,1,1,1,1,1,1,1,1,1,1
1271,1271,1,1,1,1,1,1,1,1,1,1
1272,1272,0,0,0.651340996168582,0,0.711111111111111,0.786885245901639,0,0,0,0
1272,2728,0.541666666666667,0.849673202614379,0,0.802469135802469,0,0,0,0,0,0
1272,2729,0.447368421052632,0,0,0.213333333333333,0,0,0,0,0,0
1273,1273,1,1,1,1,1,1,1,1,1,1
